idFrame,idEntity,entry,definition
429,3614,"Deserving","The existence of a #State_of_affairs is sufficient reason for taking an #Action . The agent who is justified in taking the suggested #Action is not part of the immediate scene, however.

<ex>[The underwater sequences|State_of_affairs] [warrant|Target] [the price of the admission alone|Action].</ex>

<ex> '[Desperate situations|State_of_affairs] [call|Target]  [for desperate measures|Action] ,"""" said Mr Eames grandly.</ex>"
286,3471,"Detaining","The #Authorities hold a #Suspect under suspicion of having committed a crime (#Charges). The #Holding_location and period of detention (#Duration) may also be specified. <ex>[The police|Authorities] [held|Target] [Mr. Smith|Suspect] [in the slammer|Holding_location] [on charges of killing his lawyer|Charges].</ex>"
1484,1550766,"Diagnosing",""
19,3204,"Differentiation","Words in this frame have to do with a #Cognizer being aware (or not being aware) of the difference between two #Phenomena, which may be expressed jointly or disjointly.

<ex>It is very difficult for [people|Cognizer] to [visually|Means] [distinguish|Target] [between living and non-living things|Phenomena] [from such a great distance|Circumstances] .</ex>

"
193,3378,"Direction","This frame covers the basic uses of direction words like the adverbs east, up, and forward.  These are used either to talk about a direction of facing (e.g., facing outward, pointing left, looking downward, turn east) or to talk about actual or metaphorical motion (went up, traveling due north).  Lexical units of this frame typically have a semantic type that refers to the means of determining the direction (e.g. forward.adv has the semantic type Landmark_front, meaning that """"forward"""" is defined with respect to the direction from the center of some entity to its front, however defined).  Nevertheless, some words like way.n and direction.n are used exactly when normal means of specifying direction are not available, and obligatorily occur with some other means of specifying the direction (""""that way"""", """"the same way"""", """"the direction she went"""").

This frame is most frequently used to describe the motion of something along the #Path from the #Landmark, which is normally implicitly identified as the location of the viewpoint:

<ex>We went [[north|Path]|Target] . [DNI|Landmark]</ex>

In such cases, a #Distance from the #Landmark can also be given:

<ex>After she was knocked on the head , it seemed like everything had moved [three feet|Distance] <m>to</m> the [left|Target] . [DNI|Landmark]</ex>

It can often be used for direction of facing, which is not compatible with the #Distance frame element:

<ex>Look [[left|Path]|Target] and you 'll see it . [DNI|Landmark] </ex>

Although rare for certain lexical units (e.g., upward.adv), most words in this frame are commonly used in a fictive motion pattern to identify locations that can be reached by moving in the indicated way from the #Landmark:

<ex>The book was unreachable, [10 feet|Distance] [[up|Path]|Target] on the shelf. [DNI|Landmark]</ex>
<ex>[[East|Target]|Path] [of Mt. Diablo|Landmark] the Sierras rise majestically above the Central Valley.</ex>
<ex></ex>

In this fictive motion case, the #Domain and the #Independent_variable are both spatial, and should be marked as metaphorical.

Note this differs from members of the Directional_locative_relation frame (e.g., above.prep), which can only be used for relative static positions, and not for facings or for directions of motion:

<ex>??? The book faced [above|Target] the door .</ex>
vs.
<ex>The book faced [upward|Target] .</ex>

A potential point of confusion is that the Directional_locative_relation frame is also used for cases in which adverbs like east.adv, etc. are followed by """"of"""", since such expressions can only be used of static relative positions and not facings:

<ex>??? I faced [east|Target] of the mountains .</ex>

Another potential point of confusion is that nouns referring to directions can be used for facings if they are preceeded by the word """"to"""".  Since this use of to.prep can be found with a broader class of words like side.n, we interpret this sense of to.prep as mapping relative postitions (belonging to the Directional_locative_relation frame) to true Directions, in the sense of this frame.  This applies to expressions like """"to the east"""", as well as """"to both sides"""" and """"to the rear"""".  In the future, we may add these as multi-word members of the frame.

In the following case, the #Domain is """"potency"""" and the #Independent_variable is, as usual, time; again, the example should be marked as metaphorical.

<ex></ex>
<ex>They decided to rerate the medication [downward|Target] [in potency|Domain] .</ex>
<ex></ex>

In mathematical terms, all of these uses can be understood as a #Path, made up of a set of positions in some N-space #Domain (by default spatial, or metaphorically, other domains), being determined as a function of a #Landmark (which may be incorporated and is usually implicit) and some one-dimensional #Independent_variable (time, or, metaphorically, other domains).  The #Domain and/or the #Independent_variable are normally incorporated in the basic definition of the target; thus, for example, up.adv, by default, indicates the #Domain is space, and time is the #Independent_variable. From a linguistic point of view, we consider these literal spatio-temporal uses to be basic, and other cases, where space is replaced by some other kind of quantity, is to be understood as metaphorical."
1600,2726660,"Discursive_deixis","Discursive_deixis"
746,3931,"Disembarking","A #Traveller leaves from or dismounts a #Vehicle.

<ex>[The passengers|tra] [disembarked|Target] [in Southampton|pla].</ex>

<ex>They then informed the passengers that, if the aircraft were to leave the runway, [they|tra] would likely be [deplaning|Target] [through the rear cabin doors|Path].</ex>"
542,3727,"Distinctiveness","A #Feature of an #Entity serves to distinguish the #Entity from other members of its type which have a different value for the #Feature.  Note that the #Entity is often implicit.

<ex>His [distinctive|Target] flowing [gait|Feature] and skill with the rapier set him apart from his fellows.</ex>
<ex>[The swinging axe-kick|Feature] was [characteristic|Target] [of Xena|Entity].</ex>
"
399,3584,"Domain","A #Predicate  is said to apply in a particular #Domain. The understanding of the relation between #Domain and #Predicate  depends on the nature of the #Predicate. When the #Predicate is a complete proposition, then a #Domain adverbial also functions as a topic restrictor. Sentences with topic restrictors often come in pairs.  When the #Predicate is a simple predicate, there is no notion of topic restriction on the sentence level.


<ex>The Normal College is [[geographically|Target]|Domain] [adjacent to the University of North Wales|Predicate].</ex>
<ex>[[Geographically|Target]|Domain], [Britain is a group of island off the mainland of Europe|Predicate].  [[Culturally|Target]|Domain] , [it has always been linked to the continent|Predicate] .</ex>
<ex>[[Socially|Target]|Domain] and demographically [the period has been dominated by two factors -- the fall in the size of families and the increase in the expectation of survival to retirement , the effects of which are still far from having exhausted themselves |Predicate].</ex>"
805,3990,"Domination","An #Agent has a influential, controlling position in a #Situation, and is the primary causal factor in the development of the #Situation, leaving other #Competitors unable to take controlling positions.

Two perspectives are taken on this frame, one where the #Agent is viewed as controlling primarily the #Situation, and another where the #Agent is viewed as primarily influencing the other #Competitors in the #Situation."
647,3832,"Dough_rising","The LUs of this frame describe a lump of #Dough expanding as gas develops inside it.  This is part of a process where, in order to produce a lighter, more easily chewed bread, #Dough is leavened with yeast, baking soda or in another fashion to add gas to it before baking.

<ex>I've got no frozen boxed meals, and no other real options to make something to keep me going while [my pizza dough|dou] [rises|Target].</ex>"
588,3773,"Dressing","A #Wearer puts on an item of #Clothing, which then occupies the #Body_location.

<ex>[You|wea] didn't have to [dress|Target] [like a pirate|man] [to impress me|pur]. [INI|bod]</ex>
<ex>He [put|Target] [on|Target] [his thickest pair of gloves|Clothing] and then went back out to see if he could move them now. [INI|bod]</ex>
<ex>Jack [put|Target] [on|Target] [his watch|Clothing] - [on his right wrist|bod], and checked the time.</ex>"
963,4148,"Dunking","An #Agent temporarily places a #Theme into a #Substance, often with the intention to remove it later. The #Substance may be metonymically represented by its container. The #Theme may be partially or completely submerged.

<ex>[She|Agent] [dunked|Target] [her sandwich|Theme] [into some tomato soup|Substance].</ex>"
1383,24031,"Dynamism","A physical #Exerter, #Action, or #Force exerts energy at a level specified by the target. This frame covers both individual-level/static uses (""""an INTENSE person"""") as well as stage-level/dynamic uses (""""an INTENSE look""""), although the individual-level meaning seems more basic.

<ex>Although an [energetic|Target] and able [warrior|Exer], Charlemagne tended to direct battles rather than fight in person.</ex>
<ex>[She dumped a mug on the bedside table|Act] with [such|Deg] [vigor|Target] that steaming coffee spashed out.</ex>
<ex>Swing the racket with [dynamic|Target] [force|For].</ex>

<ex>[I|Exer] felt [particularly|Deg] [sluggish|Target] [at work|Pla] [that day|Tim].</ex>
#Exerter, #Action, and #Force belong to a Core set.
<ex></ex>
This frame also covers several productive metaphor cases. In the first one, movement or change caused by a social entity is conveyed as energy exerted by a physical entity. 'Social' here encompasses entities that are economic, political, technological, historical, cultural, and intimate:
<ex>[The private sector|Exer] is [so much more|Deg] [dynamic|Target].</ex>
<ex>Singh had been under [intense|Target] [political pressure|Exer].</ex>
<ex>[Economies|Exer] are [still|Tim] [sluggish|Target].</ex>
Relatedly, the influential effect of an psychological entity is described in terms of energy exertion by a physical entity. 'Psychological' includes the intellectual, emotional, and creative:
<ex>[Sinead's|Exer] [emotional|Dom] [intensity|Target] permeates every nuance of every lyric.</ex>
<ex>He finds [the Poet Laureate's theory about Shakespeare|Exer] to be [more|Deg] [energetic|Target] [than persuasive|Deg].</ex>
Both metaphors appear to involve a third metaphor, which is the anthropomorphization of processes (see examples directly above) or inhuman entities (e.g. in nature):
<ex>The [lazy|Target] [creak|Act] of sails</ex>
<ex>The [energetic|Target] [waves|Exer]</ex>
<ex>A broad, [lethargic|Target] [river|Exer]</ex>

Further, there is a metonymy wherein energy exerted by people carrying out an activity characterizes instead a central object or other component of the activity:
<ex>Lucker plays [lazy|Target] [games|Act].</ex>
<ex>She thought the [lazy|Target] [days|Exer] in France would never end.</ex>

<ex></ex>
Compare to: Level_of_force_exertion. "
438,3623,"Eclipse","An #Obstruction blocks an #Eclipsed entity partially or completely from perception. The positions of the #Obstruction and the #Eclipsed entity are often reported relative to a #Vantage_point.

<ex>[A small green bulb|Eclipsed] [concealed|Target] [behind the panel|Obstruction] flashed on momentarily .</ex>

For LUs of this frame marked with the semantic type Visual_modality, visual perception is the base meaning, although some of these words are used metaphorically to cover other perceptual modalities, as in the following:

<ex>The note left on her dresser was a [veiled|Target] [threat|Eclipsed] . [CNI|Obstruction]</ex>

Such cases should be marked with the sentence tag """"Metaphor""""."
702,3887,"Economy","A #Political_region, often a nation,  has an economic system, the#Economy, defined by the level of production and consumption of goods and services.  The #Market_type or #Domain may be specified.

<ex>The [Canadian|pol] [[economy|Economy]|Target] will continue to expand in 2005.</ex>
<ex>Medical industry is a new force in the [industrial|dom] [[economy|Economy]|Target] [of Lin'an|pol].</ex>"
684,3869,"Electricity","Lexical units in this frame refer to #Electricity, in particular as a form of energy harnessed for particular uses (such as powering machines).  The #Source of the #Electricity may also be expressed, or incorporated in the meaning of the LUs.

<ex>A compound to generate [wind|sou] [[electricity|Target]|ele] was built on the other side of those mountains.</ex>

<ex>China's [[hydroelectric|Target]|ele] dam is being built primarily for flood control and energy production.</ex>"
333,3518,"Emanating","In this frame an #Emission emanates from a #Source along a #Path or to a #Goal.
<ex>[The light|Emission] [emanates|Target] [from the tower|Source].</ex>
<ex> [The uranium particles|Emission] [radiate|Target] [from the nuclear plant|Source] . </ex>"
331,3516,"Emitting","In this frame a #Source_emitter discharges its #Emission along a #Path or to a #Goal.
<ex> (1) [The factory|Source_emitter] [exudes|Target] [toxic fumes|Emission] [from three large chimneys|Sub-source].</ex>
The #Sub-source is only present when the actual #Source_emitter is also given or is present in a possessive.
<ex> (2) [Light|Emission] is [emitted|Target] [ from the tower|Source_emitter] . </ex>
<ex> (3) [Noxious odors|Emission] are [emitted|Target] [from his feet|Sub-source] . </ex>
In (3) we would tag 'his' as #Source_emitter on a second layer because the inalienable possession on the #Sub-source indicates the #Source_emitter"
40,3225,"Emotion_directed","The adjectives and nouns in this frame describe an #Experiencer who is feeling or experiencing a particular emotional response to a #Stimulus or about a #Topic.  There can also be a #Circumstances under which the response occurs or a #Reason that the #Stimulus evokes the particular response in the #Experiencer.

<ex>[Mr. Whiskers|Experiencer] is [upset|Target] [that there are no more cat treats|Stimulus].</ex>
<ex>The [furious|Target] [parent|Experiencer] stormed into the office.</ex>
<ex>[Franz|Experiencer] gets [infuriated|Target] [at the thought of his ex-wife remarried|Circumstances].</ex>
<ex> She flashed a [jubilant|Target] [smile|Expressor].</ex> "
43,3228,"Emotion_heat","This frame contains verbs that describe emotional experiences and participate in the locative alternation, as in the following examples:
<ex></ex>
<ex> [I|Expe] was [boiling|Target] [with anger|Emo].</ex>
<ex>[Anger|Emo] was [boiling|Target] [inside me|sea].</ex>

 While these words might seem to be like support verbs for emotion nouns such as anger, the same verbs can be used in the absence of such nouns, as in:
<ex></ex>
<ex>[His remarks|Cause] <m>made</m> [me|Expe] [boil|Target] [inside|sea].</ex>
"
687,3872,"Emphasizing","An #Agent who is engaged in an #Undertaking accords a #Degree of importance to a #Consideration that influences the success of an #Undertaking. As a consequence, the #Agent acts in a way that reflects that judgment of importance.


<ex>[Our company|Agent] [emphasizes|Target] [marketing tried and true products and services|Consideration].[INI|Competing_consideration]</ex>

<ex>In fact, [most search engines|Agent] [place|Target] [little|Degree] [weight|Target] [on words placed in meta tags|Consideration] [when creating their relevancy rankings|Undertaking].[INI|Competing_consideration]</ex>

<ex>The [emphasis|Target] <m>is</m> [on the fundamental principles from which the automotive technologies of the future will develop|Consideration], [rather than on present-day processes|Competing_consideration].</ex>

<ex>[Our|Agent] [emphasis|Target] [on quality|Consideration] does not stop with our products. [INI|Competing_consideration]</ex>

<ex>[When shooting in my studio|Undertaking], [I|Agent] [emphasize|Target] [a relaxed atmosphere|Consideration].[INI|Competing_consideration]</ex>"
29,3214,"Encoding","A person (#Speaker) expresses a #Message or mental content, broadly understood, in a particular #Manner. The content may be emotional, as in <ex>[Humans|Speaker] [express|Target] [ feelings|Message] [through words|Medium]</ex> intellectual, as in <ex>[Formulate|Target] [the idea|Message] [carefully|Manner]</ex>  or linguistic, as in <ex>[Phrase|Target] [your question|Message] [as a comment|Medium].</ex>



"
226,3411,"Entity","This frame is for words that denote highly schematic entities.

<ex>We found an unusual [wooden|Type] [[object|Target]|Entity] in the desert.</ex>"
1604,2741198,"Enumerating","A speaker presents a sequence of information units that can be subsumed under a common integrator. The information units are marked as #List_elements and together make up an enumeration. Optionally, the common integrator or umbrella term used to refer to all #List_elements together is realised as the #List_total, preceding (and thus introducing) or following (and thus summing up) the enumeration.
By pointing out the relation between segments of the text or discourse, the speaker provides the reader orientation within the text structure. It also contributes to disclosing the train of thought and text planning strategies employed as well as to establishing coherence.
Activation of this pragmatic frame entails co-evocation of the frame Communicative_Context, which provides the contextual/ situational factors relevant for the interaction in the form of frame elements (e.g. speaker, addressee)."
673,3858,"Estimated_value","A #Cognizer has carried out an approximate calculation or considered some #Evidence and produced an approximation of the #Value of a feature of an #Item. There are two alternative construals in which the relationship between the feature and the #Value is conceived. Either a holistic #Estimation by the #Cognizer is presented, or the #Question that is addressed by the #Cognizer's estimating is given.


<ex>You can list a [[ballpark figure|Value]|Target] [for shipping and handling|Item].</ex>

<ex>Moreover, [their|Cognizer] [[estimate|Value]|Target] [of 0.27 °C mean surface warming per century due to land-use changes|est] is at least twice as high as previous estimates based on urbanization alone.</ex>

<ex>Our decision to trust people depends on [our|Cognizer] [[estimate|Value]|Target] [of how trustworthy they are|que].</ex>

<ex>To help you anticipate the cost of your move, movers will give you an [[estimate|Value]|Target]
[of the price|que].</ex>"
671,3856,"Estimating","A #Cognizer carries out an approximate calculation or considers some #Evidence so as to arrive at an approximate #Value for some #Feature of an #Item.

There are two alternative construals. In one, the #Feature is presented as a #Question about the #Item and the #Value is conceived as an answer to the #Question.

In the second construal,  a fully propositional #Estimation by the #Cognizer is presented which expresses the result of the #Cognizer's approximation.

<ex>[Until 1971|Time], [dolphin mortality|Question] could be [estimated|Target] [only from analyses of vessels ' logbooks|Evidence] -- and the figures are probably underestimates. [CNI|Cognizer]</ex>

<ex>[The UK government|Cognizer] [estimates|Target] [that there is sufficient gas in the UK sector to meet UK demand for some 17 to 35 years|Estimation] .</ex>

<ex>[The astronomers|Cognizer] [estimated|Target] [how much energy was needed to create the cavities by calculating the density, temperature and pressure of the hot gas|Question].</ex>

<ex>[The banner|Item] is [estimated|Target] [in value|Feature] [at $500|Value]. [CNI|Cognizer]</ex>

<ex>[When Congress passed the Medicare bill in late 2003|Time], [the Congressional Budget Office|Cognizer] [estimated|Target] [its cost|que] [at $395 billion over 10 years|Value].</ex>

<ex>[We|Cognizer] estimated [how much we had|que] [at around 12 thousand|Value].</ex>"
1542,1556921,"Eventive",""
20,3205,"Evidence","The #Support, a phenomenon or fact,  lends support to a claim or proposed course of action, the #Proposition, where the #Domain_of_relevance may also be expressed.  Some of the words in this frame (e.g. argue) are communication words used in a non-communicative, epistemic sense.

<ex>[The latest poll results|Support] [show|Target] [that support of the president is at an all-time low.|Proposition]</ex> "
502,3687,"Evoking","Some #Stimulus causes a #Cognizer to think of a prior #Phenomenon due to its perceived similarity.

<ex>I burned down the malt shop where we used to go just because [it|Stim] [reminds|Target] me [of you|Phen]</ex>




"
540,3725,"Exclude_member","A former #Member of a #Group ceases to be a member as a result of the action of an #Authority within the #Group.  (In directly democratic #Groups, the #Authority may consist of the #Group itself as a voting whole.)

<ex>[The priest|Authority] [excommunicated|Target] [Henry|Member] [from the church|Group].</ex>"
245,3430,"Excreting","An #Excreter excretes #Excreta.

<ex>[Principal Skinner|Excreter] [burped|Target] [on me|Goal].</ex>
<ex>[Lenny and Karl|Excreter] [pee|Target] [three times a day|Frequency].</ex>"
452,3637,"Expansion","An #Item changes its physical size.  The #Size_change of an #Item may be explicitly indicated or characterized in terms of #Initial_size and/or #Result_size.  In the default case, expansion is along all dimensions, but sometimes the #Dimension of expansion is incorporated or made explicit.
<ex></ex>
This frame does not specify whether the #Item gains mass or substance along with the change in size, and thus includes words that specify an increase in substance (grow.v) along with those that deny an increase in substance (stretch.v) and those that are unspecified (expand.v).

<ex>[The pile of leaves|Item] had [shrunk|Target] [by about half|Size_change] [after the first haul|Time].</ex>

<ex>[The jeans|Item] [stretched|Target] [a little|Size_change].</ex>"
77,3262,"Expensiveness","A #Payer gives up (or potentially gives up) the use of an #Asset (generally money) in order to achieve an #Intended_event.  This event is often more specifically described as gaining possession of some #Goods or receiving a Service.  In the majority of cases, the #Payer is described generically (INI), and the situation depicted answers the question of how much of an #Asset would have to be given up to receive the #Goods or bring about the #Intended_event.

<ex>It 'll [cost|Target] [Sandra's parents|Payer] [fifty grand a year|Asset] [for her to attend that school|Intended_event]. </ex>
<ex>[That book|Intended_event] would [cost|Target] [you|Payer] [more than twenty dollars|Asset] [to bind|Intended_event] [in a local book bindery|].</ex>
<ex>[Stamps|Goods] used to [cost|Target] [only five cents|Asset].  [INI|Payer]</ex>
<ex>The [cost|Target] [of a trip to a resort or spa|Intended_event] varies by region, dependent primarily on weather, not local economic conditions. [INI|Payer]</ex>
<ex>Well, [it|Intended_event] 'll [cost|Target] [you|Payer].</ex>
<ex>[For you|Payer], [thirty bucks|Asset] <m>is</m> [practically|Degree] [free|Target].  [DNI|Intended_event]</ex>"
1124,4309,"Experimentation","An #Experimenter conducts an #Experiment based on a #Hypothesis.  This #Experiment contains a #Control_group or #Control_group_member which is compared with a #Treatment_group or #Treated_individual in order to determine the #Result.
<ex></ex>
<ex>[Johann's|Experimenter] [[experiment|Experiment]|Target] [proved the new drug was effective in treating the disease|Result].</ex>

<ex>Jacob placed the [[control group|Control_group]|Target] under a strong light for 20 hours each day.</ex>

<ex>[Rolf|Experimenter] [tested|Target] [his hypothesis|Hyp] [in Vienna|Place] [in 1973|Time].</ex>"
653,3838,"Explaining_the_facts","A #Question about the reason or cause of a known #State_of_affairs is presented as being answered by the existence of a particular #Fact.  The exact chain of reasoning, including the answer itself, of which the #Fact is a part is not specified.

Contrast this frame with the Evidence frame which casts a Support (a fact) as providing Evidence for, or conclusively proving, the Proposition (another proposed fact). Thus, there is no open question in the Evidence frame.


<ex>[Ruby's orange vest marked with the words """"service dog""""|fac] [accounts|Target] [for why the 3-year-old goes along|que].</ex>

<ex>[The nation's history|fac] [explains|Target] [why the current conflict succumbs to, and yet simultaneously transcends, the stereotype|que].</ex>


<ex>Then [that I exist|sta] is [explained|Target] [by A and B having come together|fac].</ex>


<ex> [Lack of potential for improvement in the immediate future|fac] [accounts|Target] [for the low number of returnees into South Ossetia, even for the Ossetian ethnic group|sta].</ex>

<ex>[That|fac] [explains|Target] [it|sta].</ex>

<ex>[Somehow|mea]  [this|fac] [explains|Target] [why Apple is always  the last man to get the technology|que].</ex>"
738,3923,"Expressing_publicly","A #Communicator publically communicates some difficult-to-express #Content which they (or a social group of which they are a member) have had for some time. The #Content may not have been previously communicated due to inability or social stricture.  In cases where the individuals addressed are a smaller group than the public at large, a separate #Addressee may be expressed.

<ex>[Those grievances|con] can be [aired|Target] [during Board meetings|Time]. [CNI|com]</ex>

<ex>[Saddam|com] [voiced|Target] [his joy|Content] [when he was told Spain's new government had left the US-led military coalition in Iraq|Time].</ex>


"
703,3888,"Extreme_point","An #Entity that has characteristics which change over time is at a point or in a phase of its development in which, compared to other actual or expected stages of development, it possesses extremely high or low powers or intensity.  The high or low level of development correlates with the occurrence of a #Marker, a product produced by the #Entity or an event in which it participates, which is indicative of the #Entity's abilities or intensity.

<ex>[The Tang Dynasty|Marker] <m>was</m> the [high point|Target] [of the Silk Road's importance|Entity].</ex>

<ex>[Meeting Fiona Bennett|Marker] <m>was</m> the [LOW POINT|Target] [of my summer|Entity].</ex>

<ex>It must be remembered that this man was born at the [[zenith|Target]|Marker] [of the Victorian age|Entity] and witnessed the glory of Britain at her greatest.</ex>

<ex>But Lubitsch was at the [[high point|Target]|Marker] [of his genius|Entity], and he has made a masterpiece not to be missed.</ex>"
715,3900,"Extreme_value","An #Entity possesses a #Value for a certain #Attribute which is extreme when compared to the values either of other entities or to values of the same #Entity at other points of time.

<ex>[Airfares|Entity] <m>hit</m> a [10-year|Period] [[low|Target]|Value] today. [DNI|Attribute]</ex>

<ex>[Today's|Period] [temperature|Attribute] [high|Target] <m>was</m> [71F|Value], and the low was 50F. [INI|Entity]</ex>

<ex>[The index|Entity] hit a [post crash|Period] [high|Target] [of 2,423.9|Value]. [DNI|Attribute]</ex>

<ex>By 1972, [the campus|Entity] had <m>reached</m> a historic [enrollment|Attribute] [high|Target] [of 6,300|Value].</ex>

<ex>So, right after the company's IPO, you happily bought at the [high|Target] [of
$14 per share|Value], because you believed they were the first player into this market? [DNI|Attribute] [INI|Entity]</ex>

<ex>We are currently expecting a [price|Attribute] [[low|Target]|Value] associated with the 9-Month (40-Week) Cycle. [INI|Entity]</ex>

<ex>The [Swiss|Entity] [low|Target] [of 5.8 percent in 1999|Value]  was followed by a high of 12.6 percent in 2001. [DNI|Attribute]</ex>"
147,3332,"Facial_expression","The words in this frame refer to facial #Expressions and the #Possessors of those #Expressions.

<ex>[His|Possessor] [lackluster|Manner] [[smile|Target]|Expression] [revealed his disappointment|Conveyed_emotion].</ex>"
346,3531,"Fairness_evaluation","In this frame an #Action is evaluated with respect to how fairly, justly or equitably the #Action affects the #Affected_party.  An #Actor may also be identified, who performs the #Action and may be characterized as fair, unfair, etc. based on how these actions affect the #Affected_party.  #Grounds may also be identified.

<ex>[Smithers|Actor] was being [very|Degree] [fair|Target] [about the distribution of supplies|Grounds].</ex>
<ex>[Smithers|Actor] was being [very|Degree] [fair|Target] [about distributing the supplies|Action].</ex>
<ex>[The decision|Action] was [fair|Target] [to all involved|Affected_party].</ex> <ex> It was not [fair|Target] [for the warning to remain in place|Action].</ex>
<ex>[The company|Actor] was [unfair|Target] [to its loyal employees|Affected_party].</ex>
<ex>Smith received a [fair|Target] [trial|Action].</ex> <ex> [The student loan system|Action] is [socially|Parameter] [unjust|Target].</ex>"
1582,1558413,"Feeding","Feeding"
365,3550,"Feeling","In this frame an #Experiencer experiences an #Emotion or is in an #Emotional_state. There can also be an #Evaluation of the internal experiential state.
<ex>[John|Experiencer] [feels|Target] [anger towards his mother|Emotion].</ex>
<ex>[Martha|Experiencer] [feels|Target] [angry|Emotional_state].</ex>
<ex>[Dr. Hibbert|Experiencer] [feels|Target] [good|Evaluation].</ex>
Inalienably possessed aspects of the #Experiencer frequently stand in for the #Experiencer.
<ex>[Her heart|Experiencer] [felt|Target] [angry|Emotional_state].</ex>
"
8,3193,"Feigning","An #Agent acts in such a way as to give the incorrect impression to observers that a particular #State_of_affairs holds.

<ex>[Jordan|Agent] [feigned|Target] [a love of jazz music|Original] [to get her phone number|Purpose] .</ex>"
618,3803,"Fields","An individual or group (#Practitioner) or a part of their work life (#Work) is defined professionally by the #Activity that they typically engage in. Alternatively, the #Activity may be indicated by a #Salient_entity conventionally associated with it.

<ex> [Chris|pra] was <m>in</m> the [construction|act]  [industry|Target] for 20 years before coming to GSCM.</ex>

<ex>[My career|wor] <m>was</m> [in|Target] [oil and gas|sal].</ex>"
1170,4355,"Fire_burning","A #Fire burns #Fuel, resulting in damage and possibly complete destruction of the #Fuel.

<ex>[A fire that started on Saturday afternoon, the High Glade Fire - located on the Mendocino National Forest's Upper Lake Ranger District|Fire] - continued to [burn|Target] [actively|Manner] [on Sunday|Time].</ex>

<ex>Since the [fire|Target] is [near a road|Place] and also [on part of the Appalachian Trail|Place], the Forest Service said a main concern is the safety of the public.</ex>"
512,3697,"First_experience","An implicit experiencer has an #Experience for the first time. Some LU's may specifically imply an agentive activity.


<ex>[In Italy|cxt] [the term was|exp] [first|Target] [used by the Venetians in 1546|exp]</ex>

<ex>[This time|cxt], [the comet was|exp] [first|Target] [seen on the night of 19th October, 1805 by European observers Jean Louis Pons, Johann Sigismund Huth, and Alexis Bouvard|exp]</ex>"
371,3556,"First_rank","An #Item is located at the top end of a scale of importance or social rank (or some other #Attribute) in comparison to other members of a #Contrast_set (usually, implicit) that is otherwise similar in kind to the #Item. Oftentimes, the limits of the #Contrast_set are determined by an expression of the #Limits_of_consideration.

<ex>The [main|Target] [problem|Item] is that the administration has not yet clarified """"Regime change."""" [INI|Contrast_set]</ex>
<ex>Oh, he had a great many concerns -- [chief|Target] [among them|Contrast_set] [his own boredom|Item].</ex>
<ex>Their [primary|Target] [objective|Item] [in Bosnia|Limits_of_consideration] was bringing about a lasting peace. [INI|Contrast_set]</ex>"
1423,49459,"Food_service","The different types of services offered to the #Eater during their stay in a #Establishment. The services may be of a specific #Type and be performed at a specific #Location."
370,3555,"Forgiveness","A #Judge refrains from imposing, or demanding a punishment for an #Evaluee who has committed an #Offense.
<ex>[God|Judge] [forgives|Target] [repentant sinners|Evaluee].</ex>
<ex>Won't [you|Judge] [forgive|Target] [me|Evaluee] [for keeping it a secret|Offense]?</ex>"
1116,4301,"Freeing_from_confinement","An #Agent causes a #Theme which was held captive to be free from a #Location_of_confinement, against the wishes of the captors.

<ex>[Two men disguised as guards|Agent] [sprung|Target] [a convicted killer|Theme] [from prison|Loc] [last night|Time].</ex>"
468,3653,"Friction"," A #Theme moves on or against the surface of a #Static_object. (Alternatively, #Themes  moves against each other simultaneously). The #Theme exerts pressure on the surface and experiences resistance to its movement.


<ex>[Smithers' boots|Theme] [scraped|Target] [on the floor|Static_object].</ex>"
1448,1546243,"frm_eating_event","frm_eating_event"
1449,1547163,"frm_ferramenta",""
1457,1547823,"frm_modelo_político_econômico",""
1440,317790,"frm_people_by_transit_mode","frm_people_by_transit_mode"
1447,1546168,"frm_vinculação","frm_vinculação"
1125,4310,"Fugitive","A #Fugitive avoids recapture by or on the authority of #Authorities in relation to a #Crime which the #Fugitive has committed or is suspected of having committed.

<ex>[He|fug] <m>is</m> in fact a [fugitive|Target] [of the law|aut] and you must inform the police if you see him.</ex>

<ex>[Only two years earlier|Time] [she|fug] had <m>been</m> [on the lam|Target] [from charges of embezzlement|Crime].</ex>"
1040,4225,"Function","An #Entity is designed for or exists to perform an #Activity or fulfill a #Role.
<ex></ex>
<ex>[This platform|Entity] will [function|Target] [as a great stage for tomorrow's play|Role].</ex>
<ex>[The ropes|Entity] [serve|Target] [to tie things together|Activity].</ex>"
1386,24034,"Funding","A #Supplier gives funds to a #Recipient to fulfill a need or purpose (#Imposed_purpose) of the #Recipient.

<ex>[The University|Sup] [funded|Target] [Paige|Rec] [so that she could complete her doctorate|Imp].</ex>
<ex></ex>

Often, the #Imposed_purpose appears as a direct object of the target verb instead of the #Recipient. With these, the #Imposed_purpose can either be metonymically linked to some #Recipient, in which case the #Recipient FE is marked as DNI:
<ex>[Investors|Sup] [financed|Target] [the software start-up|Imp].[DNI|Rec]</ex>


or it can explicitly encompass the #Recipient, in which case the #Recipient part is annotated on a second FE layer:
<ex>[Lobbyists|Sup] [backed|Target] [the senator's campaign for president|Imp].</ex>
. . . . . . . . . . . . . . . . . . . . . [the senator's|Rec]"
