idDocument,cosine_similarity,names,title,excerpt
7227,0.447571,"Tree; Grass; Road; Hillside","Como explicar o abandono de um ícone? História do Marco do Centenário responde","Alvo de estranhamento em sua inauguração, abandonado nas últimas décadas e incendiado este mês, Marco do Centenário é retrato de uma importante paisagem histórica e artística que a cidade desmerece"
7576,0.44753,"Woman; Chair; Theater","Documentário resgata personagens históricos do samba de JF e nova geração","\'Vai manter a tradição - O samba em Juiz de Fora\': Documentário de Carlos Fernando Cunha revisita histórias da memória do samba local e encontra os novos nomes de uma cena que se transformou nas últimas décadas, mas nunca se calou"
4094,0.44738,"Vehicle; Firearm","Suspeitos de tráfico e de compra de drogas são presos em JF","Além dos dois homens, PM apreendeu cocaína, maconha, crack e dinheiro em suposto ponto de venda de drogas"
5108,0.447255,"Firefighter; Window; Flames; Wall","Incêndio atinge dois cômodos de casa em Barbacena","Testemunhas relataram ao Corpo de Bombeiros que fogo teria sido criminoso"
3652,0.447169,"Man; Apron; Kitchen","Marcão de Paula, chef de cozinha e professor, morre aos 59 anos","Ex-professor de gastronomia e dono do Bistrô Marquise lutava contra um câncer diagnosticado há dois anos"
6642,0.447094,"Church; Steeple","Juiz de Fora recebe evento para incentivo em investimentos na cidade","Encontro é aberto a empresas de e-commerce e de centro de distribuição, e busca mobilizar negócios do ramo têxtil, cervejeiro e de laticínios"
13822,0.447,"Woman; Man; Audience; Podium","Aplicativo Cittamobi Acessibilidade é relançado em JF","Versão da ferramenta para pessoas com deficiência visual tem novas funcionalidades para os usuários"
15391,0.446918,"judoka; podium; official","Judoca juiz-forano de 14 anos conquista bronze no Campeonato Brasileiro Regional","Lucas Almeida de Souza é o primeiro atleta de Juiz de Fora em mais de 20 anos a subir no pódio da competição"
3287,0.446851,"Person; Device; Child; Forehead","Hábitos ineficazes contra a Covid-19 seguem na rotina de brasileiros","Mesmo com comprovações científicas, medidas que eram recomendadas no início da pandemia ainda persistem; porém, momento pandêmico não permite total relaxamento"
15220,0.446809,"Van; People; Square; Counter","‘Procon Aqui’ terá atendimento especial de fim de ano em Juiz de Fora","Van de atendimento estará em três pontos da cidade ao longo desta semana, como parte da \'Operação Boas Festas\'"
5595,0.44678,Firefighter,"Parte de imóvel pega fogo no Marumbi","Apesar do susto, ninguém se feriu e rapidamente as chamas foram combatidas"
12242,0.446765,People,"Governo federal anuncia oferta de bolsas de intercâmbio pelo Programa Atlânticas","Programa Atlânticas é voltado para mulheres negras, quilombolas, indígenas e ciganas e tem como objetivo combater racismo e aprofundar a história do povo negro"
14807,0.446737,"Woman; Bus; Street; Night","Ônibus bate contra muros de casas e em carro estacionado","Acidente assustou moradores na noite desta quinta-feira"
12597,0.446506,"Woman; Sofa; Newspaper; Table; Plant","Pioneira como repórter de campo em Minas: ‘Vivenciei desde cedo o esporte na minha vida’","De ligações a cobrar de orelhões aos presentes de torcedores, Regina Campos compartilha histórias das coberturas como uma das primeiras mulheres repórteres de esporte do estado"
5774,0.446439,"Handgun; Ammunition; Banner","Jovem é agredida com soco e chute pelo ex-namorado em festa","Vítima chegou a sofrer fratura; suspeito foi preso e flagrado com pistola e munições"
12576,0.446374,"Woman; Book; Necklace; People","Livro ‘Benfica da gente’, de Aline Junqueira, é lançado nesta quinta-feira","Obra se dedica à reconstrução da história de Benfica com vasta referência bibliográfica, documental e testemunhal"
14895,0.446317,"Woman; Chair; Mural","Adriana Oliveira lança seu primeiro livro ‘Nácar madrigais’","A autora é uma multiartista radicada em Juiz de Fora; a obra conta com versão física e audiobook"
13038,0.446277,"People; Street; Rain","Outono chega derrubando a temperatura em Juiz de Fora","Estação também trouxe chuva à cidade; temperatura deve voltar a subir ao longo da semana"
13737,0.446125,"Child; Arm; Glove; Watch","Novo esquema vacinal contra a poliomielite: aplicação será injetável","Reforço aos 4 anos deixa de ser necessário"
10522,0.446032,"People; Building; Sidewalk; Sign","Vacinação no Espaço Cidadão tem boa adesão do público; confira o calendário desta semana","População fez fila pra receber a dose contra Covid-19 nesta segunda-feira"
9177,0.445998,"Church; Cross; Tree; Wall","Igreja de Sarandira será reaberta após 12 anos",
8082,0.445956,Table,"Após um mês na Europa, juiz-forana traz duas medalhas no taekwondo","Estreando em categoria adulta por torneios internacionais, Danielly Vitória foi ao pódio na Rússia e na Moldávia e ainda dividiu experiências com medalhista olímpica"
9196,0.445864,"Arm; Syringe; Hand; Skin","PJF mantém campanha de vacinação bivalente para população de 75 anos ou mais","Realidade é diferente da orientação do Estado, que prevê vacinação para pessoas acima de 70 anos; PJF afirma que decisão leva em conta ""a estimativa populacional do município e o quantitativo de imunizantes recebidos"""
14122,0.445829,"Person; Cap; Stage","Beatriz Ferreira é campeã do Mundial Militar na Rússia","Pugilista inicia novo ciclo olímpico com medalha de ouro em final dominada diante de venezuelana neste sábado"
10444,0.445652,"Man; Desk; Laptop; Screen","Na Câmara, secretária atribui perda de doses de vacina a seringas inadequadas",
6757,0.44565,"Vehicle; Motorcycle","Homem de 26 anos é morto a tiros em Teixeiras","A vítima havia saído da cadeia há cerca de três meses; suspeito está em rastreamento"
2986,0.445623,"Building; Entrance; Window","13% dos casos de infecção por Covid-19 em JF são em profissionais de saúde","Das mais de três mil pessoas com diagnóstico positivo até 20 de julho, 405 eram trabalhadores da rede de saúde da cidade"
14498,0.4456,"Woman; Glasses","BBB impulsiona discussão sobre a cultura do cancelamento","O fenômeno expõe a frustração de pessoas após a quebra de expectativas para com artistas, intelectuais e subcelebridades"
10680,0.445532,"People; Building; Swimming pool","Arraiá da Cidade acontece no Parque Municipal durante o fim de semana ","Festa acontece neste sábado e no domingo, de 11h às 17h; há shows, barracas com comidas e bebidas típicas e programação para as crianças"
13851,0.445494,"Bowl; Staircase","Prefeitura contrata empresa para construção da pista de skate do Poço Rico","Estrutura vai substituir pista da Praça Antônio Carlos; obra tem previsão de seis meses"
3688,0.445172,"Field; Grass","Acidente entre dois caminhões deixa um morto na BR-265","Homem de 35 anos ficou preso às ferragens e morreu no local do acidente"
10145,0.445094,"Bus; Bus stop; Shelter; Person","Rodoviários voltam a discutir proposta para decidir rumos da greve","Consórcios rodaram com 60% da frota neste sábado; empresas e trabalhadores fizeram reunião"
4140,0.445061,"Man; Boat; Water","Juiz de fora registra adoção de 50 crianças entre 2021 e 2023","Pais relatam a mudança de vida proporcionada pela chegada de filhos adotivos ao núcleo familiar"
12785,0.445006,"Person; Field","Beatriz Ferreira estreia no Campeonato Brasileiro de Boxe em busca do tri","Pugilista aniversariante desta quarta terá companheira de seleção como primeira adversária em São Paulo"
5768,0.444953,"People; Sidewalk","Comércio funciona até as 17h no sábado, véspera do Dia dos Pais","Shoppings funcionam em horário normal; data comemorativa ocorre no momento de maior flexibilidade das medidas restritivas"
9093,0.444951,"Person; Hillside","Guilherme Veroneze apresenta ‘Entremares’ no Palco Central","Concerto gratuito acontece nesta terça-feira, a partir das 18h30, no Cine-Theatro Central"
3392,0.444789,"Volleyball player; Volleyball court","Felipe Roque, de JF, volta à seleção para o Mundial de Vôlei","Atleta formado no Clube Bom Pastor/JF Vôlei está na Eslovênia com o Brasil, após se recuperar de cirurgia no joelho e mais de um ano fora das quadras"
11436,0.444647,"People; Sidewalk; Street","PJF vacina contra a Covid-19 adolescentes de 14 e 15 anos nesta quinta","Com o avanço do calendário, cidade vai alcançar todo o público elegível até sexta-feira. Confira o cronograma completo"
7615,0.444627,"River; Roadway","Juracy Neves: Esdeva se tornou uma das maiores gráficas do país","Empresa foi adquirida para fazer impressões da Tribuna quando o jornal foi criado, mas se diversificou e cresceu"
13372,0.444564,"Building; Sign; Car; People","Taxa de drenagem passa a ser cobrada nas contas de água de Juiz de Fora","Cobrança da alíquota referente à Taxa de Drenagem incidiu sobre as contas do mês de maio e deve ser paga em junho"
9732,0.444505,"Building; Man","Quase oito mil inscritos para as vagas do INSS em Juiz de Fora","No total, são oferecidas nove vagas para o município, o que corresponde a uma concorrência de 884 pessoas por cada oportunidade"
7041,0.444503,"Building; Vehicle","Dez suspeitos de tortura são presos em Cataguases","Ação também visou o combate ao tráfico de drogas; dois adolescentes foram apreendidos"
2730,0.4445,"Building; Hill; Road","Uso de máscaras passa a ser facultativo na UFJF","Decisão é válida para todos os ambientes, exceto aqueles relacionados à áreas de saúde, como hospital, farmácia e clínicas odontológicas"
9380,0.444479,"Vehicle; Face mask","PJF prorroga vacinação contra meningite até 30 de abril","Decisão segue recomendação do Estado e contempla todo o público estendido da campanha"
12619,0.444329,"Woman; Shotgun; Shooting range","Atiradora Priscila Macêdo é vice-campeã dos Jogos Sul-Americanos Assunção 2022","Juiz-forana que sonha com Paris 2024 disputou a modalidade fossa olímpica, de tiro esportivo, com término na segunda-feira, e já encara o Campeonato Brasileiro no Paraná no fim de semana"
15671,0.444259,"Mat; Woman; Man; Uniform","Sonhando com Paralimpíadas, judoca faz vaquinha para disputar competições","Deficiente visual, Isabele Gomes precisa de apoio financeiro para representar Minas Gerais nos Jogos Escolares"
13059,0.444185,"People; Banner; Hillside","Mostra de Cinema de Ibitipoca começa nesta quinta","Totalmente on-line e gratuito, festival terá exibição de 46 filmes, entre curtas e longas-metragens"
9107,0.444056,"Person; Wall; Floor; Corner; Shadow","Ansiedade, burnout, câncer e Covid-19 entram em lista de doenças relacionadas ao trabalho","Ministério da Saúde atualizou a lista com 165 novas patologias apontadas como responsáveis por danos à integridade física ou mental do trabalhador"
14100,0.444034,"Man; Glasses; Face mask; Desk; Painting; Wall","Salários de dezembro dos servidores da PJF serão pagos no dia 29","Anúncio foi feito pelo prefeito Antônio Almas; valor pode resultar em um aporte de R$ 40 milhões na economia local"
14469,0.443966,"Building; Sidewalk; Person","Moradores contabilizam prejuízos causados pelas chuvas no Santa Luzia","Populares e comerciantes criticam recorrência das enchentes e manifestam preocupação com as próximas chuvas"
7654,0.443738,"Football; Crowd; Soccer field","Flamengo x Fluminense: onde assistir, horário e escalações","Partida é válida pela 30ª rodada do Campeonato Brasileiro"
7656,0.443717,"Building; Gate; People; Sidewalk","Acusado de matar mulher com 30 facadas é julgado","Feminicídio aconteceu em outubro de 2020 no Marumbi; sessão ocorre na tarde desta quinta-feira no Tribunal do Júri"
7683,0.443644,"Sign; Person; Mural","Segunda vítima de atirador em escola do Paraná tem morte confirmada","Luan Augusto, de 16 anos, era namorado de Karoline Verri Alves, 17, a outra vítima fatal"
15700,0.44357,"Boy; Soccer field","Família faz ‘pix solidário’ para adolescente passar por teste no América-MG","Jovem Cadu Belizário, de 13 anos, foi indicado para seletiva que acontece em setembro"
5487,0.443498,"Football; Football field","JF Imperadores disputa semifinal do Mineiro no Granbery","Equipe juiz-forana de futebol americano enfrenta o Ipatinga Tigres na manhã de domingo por vaga na final do Gerais Bowl"
11445,0.443378,"Syringe; Thigh; Chair","PJF ainda não tem previsão para vacinação de acamados com bivalente","Cadastro para imunização em domicílio será aberto após finalização da etapa relacionada a Instituições de Longa Permanência para Idosos"
11950,0.44336,"Bus; People; Woman; Hair","Cancela de linha férrea atinge ônibus na Zona Norte","Incidente aconteceu em passagem de nível do Bairro Fábrica, na Zona Norte"
11862,0.443246,"People; Stage","Réveillon tem show no Calçadão e queima de fogos sem estampido","Batuque na Roda, Sandra Portella e outros artistas se apresentam a partir de meio-dia em frente ao Cine-Theatro Central"
6000,0.4432,Room,"Tenista Rafael Nadal confirma jogo em Belo Horizonte em novembro","Partida acontece no dia 29 de novembro no Mineirinho; ingressos VIP já estão disponíveis na pré-venda"
4176,0.443141,"Car; Mud; Windshield; Dirt","Acidente na BR-040 deixa uma pessoa ferida em Conselheiro Lafaiete","Mulher de 47 anos foi encaminhada a hospital após acidente ocorrido na madrugada desta sexta-feira"
6427,0.443141,"People; Sidewalk","Confira 5 cidades e distritos para visitar em bate e volta saindo de Juiz de Fora","Há opções para quem procura por belezas naturais, boa gastronomia, festivais e até artesanato mineiro; confira dicas de cidades e distritos próximos"
12777,0.443048,Motorcycle,"Homem morre em acidente com moto na BR-265","Vítima tinha 38 anos e teria se chocado com guard rail na pista"
4559,0.443025,"People; Auditorium; Balcony","Projeto da Escola Municipal União da Betânia é exibido em galeria da Espanha","""Isoglossa: Composições multimídias"" traz um registro do que alunos vivenciaram durante a pandemia, misturando várias artes e reflexões"
8208,0.442968,"Motorcycle; Road; Shoe; Grass","Duas pessoas morrem em acidente entre moto e carro na BR-116 em Muriaé","Segundo a PRF, as vítimas estavam na motocicleta e tiveram graves lesões"
4780,0.442922,"Ambulance; Car; People; Road","Homem morre atropelado por caminhão do Demlurb","Acidente ocorreu na Zona Norte, quando o veículo manobrava e a vítima teria se aproximado para jogar o lixo, segundo registro policial"
10150,0.442825,"People; Horse; Roof","Cavalo ‘Caramelo’ é resgatado de telhado de casa no Rio Grande do Sul","Cavalo, que ficou quatro dias ilhado, foi resgatado por bombeiros"
13535,0.442824,"Person; Vial","Vacinação contra o sarampo para trabalhadores da saúde começa na segunda-feira","Campanha de imunização é tentativa de recuperar o certificado do Brasil de país que erradicou o sarampo, perdido em 2019"
10342,0.44266,"Podium; Face mask; Building; Sign","Pazuello diz que Ministério da Saúde tinha estratégia de testagem em massa","Segundo o ex-ministro à CPI da Covid, o ""Diagnosticar para Cuidar"" foi implementado ainda durante sua gestão, sendo a base de tudo com relação à testagem no país"
5945,0.442588,"People; Vendor; Cart","Juiz de Fora entra no primeiro dia da onda roxa do Minas Consciente","Movimentação nas ruas do Centro era menor. Tribuna, porém, flagra concentração de pessoas em pontos de ônibus e comércio funcionando às escondidas"
12573,0.442517,"Soccer field; Bleachers","Luis Augusto, Walker Campos e João Rinco encaminham volta ao Tupi","Profissionais devem integrar a nova comissão técnica permanente do clube nos trabalhos de preparação física e de goleiros"
13571,0.442411,"Building; Parking lot","Semana do Fazendeiro da UFV tem inscrições on-line até terça","Evento, que vai para a 94º edição, acontece de 14 a 20 de setembro"
8574,0.442369,"Street; Graffiti; Building; Hillside","Programa realiza intervenção artística em muro de antiga ferrovia em JF","Ação acontece na cidade nesta quinta e sexta, e moradores são convidados a participar da pintura"
9159,0.442306,"Road; Worker; Truck; Earth","Trecho da MG-133 entre Tabuleiro e Piau é interditado por risco de desmoronamento","Estimativa do DER é de que estrada fique interditada por cerca de dez dias; confira as rotas de desvio"
4210,0.442144,"Person; Glove; Pipette; Tube; Liquid","Juiz de Fora tem mais 194 casos de Covid-19, segundo boletim","Conforme números apresentados, município não registrou óbitos pela doença nesta sexta"
14001,0.441891,"Person; Screen; Hand","TM Premium, newsletter semanal da Tribuna, já está disponível para assinatura","TM Premium sintetiza os principais fatos da semana e oferece conteúdos exclusivos, em uma leitura rápida e dinâmica; conheça os planos de assinatura"
4157,0.441854,"Man; Face mask; Jacket; Platform","Parapan de Santiago: Brasil faz melhor campanha da sua história","Com Gabrielzinho e outros destaques, país registrou recorde de medalhas em Santiago "
3071,0.441693,"Desk; Face mask; Room",,"PTC e Democracia Cristã apresentaram chapas puras para tentar chegar à Prefeitura"
2513,0.441392,"Man; Woman; Room","Programação dos cinemas – 27 de abril a 3 de maio","Nesta semana, estreiam os filmes ""Os cavaleiros do zodíaco"", ""Ninguém é de ninguém"", ""Deixados para trás"", ""O chamado 4"" e ""Renfield"""
10428,0.441248,"Person; Car; Face mask; Glasses","UFJF promove último drive-thru de vacinação contra Covid-19 no ano","Imunização será no sábado, das 8h às 13h; confira quem pode receber as doses"
12697,0.441174,"Building; Flag","Associação dos feirantes protesta no Parque Halfeld","Categoria tem reunião com vereadores e PJF, mas retomada de feita da Avenida Brasil segue indefinida"
11050,0.441162,Child,"Mãe salva criança de 2 anos de engasgo em Cataguases","Com a orientação dos Bombeiros pelo telefone, genitora conseguiu ajudar criança a expelir objeto e livrá-la de engasgo"
15141,0.441134,"Motorcycle; Car; Drug store","Com reajuste da Petrobras, gasolina ultrapassa R$ 6 e gás atinge R$ 120 em Juiz de Fora","Levantamento da Tribuna mostrou que aumento dos preços já chegou aos consumidores de gasolina e gás a partir desta quarta-feira"
3040,0.441065,"Man; Jacket; Shirt; Building","Com afasia, ator Bruce Willis se afasta do cinema","Doença é um distúrbio de linguagem ocorrido por lesão cerebral e que afeta a comunicação"
7490,0.441002,"Building; Driveway","Convênio entre Instituto Maria e Prefeitura de JF é encerrado","Prefeitura informou que está tentando realocar as 50 crianças afetadas nas escolas municipais ou instituições parceiras no ano de 2022"
11535,0.441002,"Woman; Glasses; Shirt; Office; Furniture","Municipalização da BR-440 vai implicar em mudanças na mobilidade na Cidade Alta","Municipalização da BR-440 deve implicar no fim da mão inglesa deve ser uma das ações da Prefeitura na Cidade Alta"
14707,0.440983,"People; Stage; Crate","Cia Eita realiza campanha para participar do Festival de Teatro de Itabirito","Nesta terça-feira, no Teatro Paschoal Carlos Magno, a partir das 20h, a companhia apresenta a peça ""Assinado, Téo"", com entradas gratuitas"
3905,0.440972,"Document; Desk; Face mask","MPF vai à Justiça contra Pazuello em ação por improbidade durante a pandemia","Denúncias estão relacionadas a omissões, negligência e adoção ilegal do tratamento precoce durante a gestão do então ministro da Saúde"
14370,0.440896,"Motorcycle; Man; Pedestrian","Rio Branco está entre as 10 vias mais perigosas para pedestres em Minas","Pelo menos 16 pessoas foram vítimas de atropelamentos na avenida este ano, conforme dados do Observatório de Segurança Pública"
4963,0.440825,"Window; People; Sign","Rosa Weber rejeita pedido de peritos médicos para barrar telemedicina no INSS","Secretaria Especial de Previdência e Trabalho e o INSS anunciaram atendimentos por telemedicina a partir de segunda"
11729,0.44082,"Woman; Desk; Face mask; Hair","CPI da Covid ouve a médica Nise Yamaguchi; acompanhe ao vivo","Profissional é defensora da cloroquinha e da imunidade de rebanho"
6072,0.440808,"Fire; Smoke; Industrial Area","China rejeita pressão para convencer a Rússia a dar fim à guerra na Ucrânia","País asiático – que possui parceria estratégica com os russos – mantém o posicionamento adotado desde o início do conflito"
3349,0.440759,"Building; Sidewalk","Visita guiada mostra a cidade que conta as histórias apagadas","""Nosso povo, nossa vila"" é promovido pela Funalfa no Mês da Consciência Negra e circula por espaços físicos de memória"
4610,0.440618,"Man; Jacket",,"Técnico do Fluminense ficou seis meses no comando da Seleção"
11603,0.440601,"Player; Volleyball; Team","Brasileirão de futevôlei do Gonzagão começa na segunda-feira","Competição volta a ser realizada neste ano após não acontecer em 2022 em virtude da Copa do Mundo"
10128,0.440463,"Woman; Hair; Necklace",,"Maria Lúcia foi eleita deputada estadual em 2006 e foi diagnosticada com pneumonia há menos de uma semana"
14330,0.440436,"Man; Woman","Tenista Giulia Aguiar celebra primeiro título em Portugal","Juiz-forana venceu o Torneio Nacional de Castelo Branco e se garantiu no W40 de Lisboa"
2800,0.440375,"Arm; Adult","Estado planeja vacinar todas as crianças entre 5 e 11 anos até o final de março","Minas deve receber 20 milhões de doses ao longo do primeiro trimestre, o suficiente para aplicar primeira dose em todos os jovens da faixa etária"
8429,0.440323,"Woman; Desk; Laptop; Chair; Jacket","Cármen Lúcia revisa voto, e Segunda Turma declara Moro parcial ao condenar Lula no triplex","Placar sofreu uma reviravolta com a mudança na posição da ministra"
8644,0.439968,"Soccer field; Sideline","Gabigol brilha novamente, Flamengo vence o Athletico-PR e é tri da Libertadores","Atacante do Rubro-Negro carioca marca o único gol da vitória sobre o Furacão na decisão no Equador"
2580,0.439918,"Man; Hat; Shirt","Encontro musical reúne cariocas e mineiros em JF","Evento acontece neste domingo, na quadra da Escola de Samba Borboleta, às 13h"
15161,0.439865,"Man; Statue; Baby; Altar","Igrejas têm programação especial para celebrar dia de Santo Antônio","As igrejas da cidade que tem o santo como padroeiro já possuem atividades religiosas nos dias 12 e 13 de junho; confira a programação completa"
11148,0.439791,"Firefighter; Smoke; Room","Incêndio em garagem destrói nove veículos em Bicas","No local, segundo o Corpo de Bombeiros, funcionava uma oficina; não houve feridos"
7414,0.43977,"Email; Hand; Money","Correios alerta para perfis falsos nas redes sociais e e-mails maliciosos","Empresa chama atenção para golpes praticados por meio do phishing, usado para roubar dados e informações"
8999,0.439719,"Woman; Face mask; Building; Gate; Entrance","Margarida reforça tom conciliatório em último programa eleitoral","Peça endossa campanha direcionada ao eleitorado indeciso e reforça principais propostas de campanha da petista"
11463,0.439675,"Volleyball court","JF Vôlei encara o Brasília Vôlei/Upis às 19h pela Superliga B","Partida será na capital federal; equipe juiz-forana busca manter liderança na divisão de acesso à elite e 100% de aproveitamento"
4343,0.439486,"Building; Sign; Cannon; Grass","Memorial passa a abrir aos domingos e feriados","Funcionamento vai acontecer de terça a sexta-feira, das 10h às 18h e aos sábados, domingos e feriados de 13h às 18h"
8383,0.439453,"Woman; Lipstick; Hair; Car","Acusado de matar mulher e enterrá-la em casa dentro de tambor é condenado a 21 anos","Outros três suspeitos, incluindo a mãe e uma irmã do réu, recorreram da decisão de serem submetidos a julgamento popular"
5460,0.439369,Street,"Policial suspeito de matar professora pode ir a júri popular","Homem que disparou para tentar conter adolescente em fuga foi denunciado pelo MP por homicídio com dolo eventual"
12339,0.439356,"Man; Woman; Altar; Papers","‘A maldição: despertar dos mortos’ estreia nesta quinta","Longa de terror produzido na Coreia do Sul mostra o mistério dos assassinatos cometidos por cadáveres reanimados"
7437,0.439315,"Peak; People","Turismo cresce mais em Minas Gerais do que a média nacional","O estado vem liderando o ranking nacional desde 2022, tornando-se referência em atividades turísticas"
13298,0.439166,"Mural; Room; Wall","Campe Consultoria Jr. completa 30 anos de história","Empresa Júnior foi pioneira na UFJF e conquistou recorde de faturamento no último ano"
2532,0.439149,"Platform; Screen; Hall","PJF sinaliza que retorno às salas de aula deve acontecer a partir de setembro","Entre as condicionantes para o retorno está a necessidade de que os trabalhadores da educação estejam com esquema vacinal completo"
14167,0.439008,"Statue; Man; Person; Woman","Estátua de Moacyr Toledo é inaugurada no Estádio Municipal","Cerimônia contou com a presença de representantes da Prefeitura e da Câmara, além de familiares do jogador"
8133,0.438936,"Man; Crowd; People","LeBron James descarta aposentadoria e confirma presença na próxima temporada da NBA","Ala do Los Angeles Lakers confirmou que vai disputar a próxima temporada na liga americana de basquete."
7618,0.4389,Street,"Febraban: para 72% da população, país está melhor ou igual a 2023","Levantamento foi realizado de 15 a 23 de outubro"
10741,0.438825,Speaker,"Pelo segundo dia, comerciantes protestam contra fechamento do setor","Grupo se reuniu no Calçadão da Rua Halfeld para manifestar contra a decisão da PJF de autorizar somente o funcionamento de serviços considerados essenciais, em razão da pandemia"
5613,0.438752,"Man; Pan; Apron; Grill","Chef Thiago Caiafa irá preparar marmitas para população carente","Ação é organizada pelo Instituto de Desenvolvimento Fênix, e ocorre nesta sexta-feira, no Bairro Mariano Procópio"
14098,0.438652,"Box; Van","JF recebe mais de 20 mil doses de vacinas contra a Covid-19 nesta quinta","Imunizantes são da Pfizer e da Janssen; calendário atual contempla aplicação de segundas e terceiras doses"
3543,0.438559,Surface,"Casas de aposta patrocinam quase um terço dos times da Liga dos Campeões","Dos 36 clubes participantes, 11 possuem patrocínio de site de apostas como patrocinador master"
4883,0.438405,"Person; Hat; Shirt","Milton Nascimento completa 80 anos sem ter gênero definido, é o próprio gênero","As oito décadas do artista foram comemoradas na última quarta-feira; seus companheiros de vida e de banda contam à Tribuna sobre esse homem e esse artista de poucas e certeiras palavras"
5628,0.438385,"Sedan; Motorcycle","Polícia Civil apreende carros de luxo e motocicletas adulterados em Ubá e Tocantins","Juntos, veículos são avaliados em R$ 600 mil; dois suspeitos também foram presos"
14178,0.438243,"Laptop; Painting","‘Fique em casa para que não haja lockdown’, diz prefeito","Ocupação das UTIs em JF, que está em 85%, deverá se agravar entre os dias 4 e 5 de julho"
6862,0.438087,"Entrance; Sidewalk; People","VoePass pode operar voos na Zona da Mata","Em 2020, companhia firmou parceria com a Gol e se capacitou a assumir as operações no Aeroporto Itamar Franco a partir de março"
13761,0.438035,"Boy; Game","Projeto ensina xadrez para alunos da rede municipal de Matias Barbosa","Estudantes do 1º ao 6º ano do ensino fundamental irão receber aulas gratuitas a partir desta quarta; inscrições estão abertas"
4451,0.43802,"Vehicle; Water","Cinco pessoas são resgatadas após carro cair no Rio Paraibuna","Acidente aconteceu por volta das 16h30 deste sábado; segundo o Corpo de Bombeiros, três crianças estavam no veículo"
15302,0.437953,Hand,"Estado confirma mais de 60 mil casos de Covid esta semana","De acordo com boletim epidemiológico divulgado pela Secretaria de Estado e Saúde, 155 pessoas perderam a vida para a Covid-19 nos últimos cinco dias"
2666,0.437893,"Woman; Hair; Fabric","Galeria Espaço Reitoria recebe a exposição ‘Meu universo trans’","Mostra assinada por Maia Maria Pereira reúne fotografias inspiradas em Elsa Schiaparelli e no surrealismo"
3896,0.437861,"Woman; Hair; Lipstick; Top","Novo vazamento de dados expõe 100 milhões de celulares","Entre os números estão o do presidente Bolsonaro e da apresentadora Fátima Bernardes"
2431,0.437827,"Revolver; Bullet; Coin","Jovem de 18 anos e adolescente são detidos com revólver em chopada","Arma estava municiada e teria sido jogada ao chão por um dos indivíduos durante abordagem policial"
12983,0.437822,"Bus stop; People","Colisão entre veículos deixa duas pessoas feridas na Deusdedit Salgado","Um guincho foi enviado ao local para retirar dois carros e normalizar o tráfego na pista"
14964,0.437669,"Man; T-shirt; Hair","Ator Eduardo Galvão morre aos 58 anos, vítima da Covid-19","Último trabalho do ator foi na novela ""Bom sucesso"", da TV Globo, no ano passado"
10861,0.437635,"People; Truck","PM leva doações de JF para atingidos pela chuva em Petrópolis","Até o dia 25 deste mês, a corporação irá arrecadar mais doações para distribuir a segunda remessa no ponto de apoio em Itaipava (RJ)"
2700,0.43756,"People; Bus","Ato cobra retorno das aulas presenciais em Juiz de Fora","Pais e alunos fizeram manifestação na porta de escolas, como Jesuítas, Academia, Stella, Granbery e Santa Catarina"
11144,0.437526,"Soccer player; Shorts; Field; Crowd","Velório de Pelé será realizado na Vila Belmiro e aberto ao público","Uma tenda foi montada no centro do gramado do estádio do Santos para receber o corpo do Rei do Futebol"
15385,0.437502,"People; Auditorium","Curso de composição musical da UFJF completa dez anos e realiza concerto no Central","Segunda edição do ""Novos compositores"" acontece nesta terça, com entrada gratuita, e participação de alunos do curso"
9616,0.437431,"Building; Vehicle; Woman","Romeu Zema visita municípios da Zona da Mata","Governador passou por comunidade no município de Coimbra e por Ervália"
2687,0.43741,"Vehicle; Road","Carro cai em córrego e deixa uma pessoa ferida em Barbacena","Segundo os bombeiros, vítima estava confusa, queixava de dores na região do tórax e foi encaminhada ao Hospital Regional"
7007,0.437334,"People; Sign","Juiz de Fora vai retomar vacinação de trabalhadores da saúde contra Covid-19","Novo calendário, com datas e idades das pessoas a serem contempladas, será divulgado na segunda-feira; imunização ocorrerá no RU"
13239,0.437307,"Woman; Face mask; Car","Mulher relata restrição à manifestação em vacinação no Círculo Militar de JF","Segundo relatado à Tribuna, ela teria teria sido orientada a retirar uma máscara com dizeres críticos ao presidente Jair Bolsonaro"
2420,0.437305,"Soccer player; Football; Opponent; Stands","Atlético-MG x Peñarol: onde assistir e escalações","Partida é válida pela terceira rodada da fase de grupos da Libertadores"
5934,0.437298,"Man; Football; Field","Tupi confirma volta de Luciano Mandi e mais quatro reforços","Meia atuou no Carijó em 2008; confira quem compõe o atual elenco alvinegro para o Módulo II do Mineiro"
3611,0.437212,"People; Pathway; Park","Prefeitura de Juiz de Fora começa a fechar praças para conter avanço da Covid-19","Os primeiros espaços públicos a serem fechados serão as praças CEU, em Benfica, e a Poeta Daltemar Lima, no Bom Pastor, Zona Sul"
6243,0.437186,"Sidewalk; Town","‘Charme Damata’ chega à praça do São Pedro neste sábado","Baile é gratuito e acontece a partir das 17h; além da diversão, iniciativa traz a valorização da cultura negra"
13277,0.437096,"People; Stage","Concurso Rainha do Carnaval de JF acontece neste sábado","Candidatas se apresentam no Central nesta sexta"
