name,idFrame,name,description,name
@Causative,1374,Cobrar,Uma #Autoridade_de_cobrança comunica por escrito que o #Devedor deve ao #Credor (muitas vezes o mesmo que a #Autoridade_de_cobrança ) uma certa quantia de #Dinheiro por determinados #Bens (incluindo s,@Relational
@Action,29,Codificar,"Uma pessoa (o #Falante) expressa a #Mensagem ou conteúdo mental, amplamente compreendido, de uma #Maneira particular. O conteúdo pode ser emocional.",@Entity
@Experiential,17,Cogitação,"Uma pessoa, o #Pensador, pensa sobre um #Tópico por um período de tempo. Aquilo no qual ele pensa, pode ser um curso de ação que a pessoa pode tomar, ou algo mais geral.",@Stative
@Stative,810,Coincidência,"Um #Estado_de_coisas (um estado ou evento) se mantem ou ocorre, e é apresentado como sendo causalmente independente de outros estados (implícitos) ou eventos que poderiam ter sido causalmente relacion",@Situation
@Relational,387,Colaboração,"O #Parceiro_1 e o #Parceiro_2 ou um grupo de #Parceiros trabalham juntos em algum #Empreendimento. Os #Parceiros apresentam status semelhante, mesmo quando são expressos separadamente.  ",@Relational
@Relational,999,Coletivo_em_eventos_sociais,"Esse frame descreve um evento social once pode haver ou não um relacionamento permanente ou semipermanente entre participantes. Além disso, os participantes nesse frame são expressos em um EF represen",@Relational
@Causative,888,Colher_alimentos,Um #Coletor remove a #Colheita madura e pronta em um grau aceito. A #Colheita vem de uma #Fonte onde cresceu e amadureceu.,@Entity
@Relational,1197,Colocação_espacial,"Uma #Figura está localizada essencialmente no mesmo local que um #Fundo, que é visto como  parecido com um ponto ou que não possui estrutura interna ou externa importante. Tipicamente, o #Fundo é vist",@Relational
@Eventive,1007,Colocação_focada_no_recipiente,"Um #Agente ou uma #Causa afeta uma localização #Alvo, movendo o #Tema, mas sem necessariamente enchê-lo ou encobri-lo. Este frame é para fins de herança.
",@Eventive
@Relational,840,Colocação_temporal,"Um #Trajetor é identificado como ocorrendo ao mesmo tempo que um #Evento_de_referência melhor conhecido. Consideramos unidades calêndricas sequenciadas (ex.: terça-feira, 1987, janeiro) como períodos ",@Relational
@Causative,56,Colocar,"Geralmente sem movimento geral (translacional), um #Agente coloca um #Tema em um local, o #Alvo, que é perfilado. Nesse frame, o #Tema está sob o controle do # Agente / #Causa no momento de sua chegad",@Relational
@Causative,437,Colocar_em_risco,"Um #Agente ou uma #Causa é responsável por colocar uma #Entidade_de_valor em risco. O #Ato_de_perigo, o #Lugar, o #Tempo e a #Maneira também podem ser especificados.",@Causative
@Causative,637,Colocar_veículo_em_movimento,Um #Condutor prepara um #Veículo para viagens colocando-o no local normal para a operação do veículo ou retirando-o de um local onde ele foi mantido.,@Eventive
@Causative,802,Colonização,"Um grupo de #Colonizadores de uma #Terra_natal migra para e continua a se instalar em uma #Área_nova. Então, a #Área_nova se torna seu lar permanente. A #Área_nova e a #Terra_natal são, de alguma form",@Eventive
@Causative,1177,Combater_incêndios,"Esse frame caracteriza a situação em que um #Bombeiro age para evitar que um #Incêndio ocorra, acelere ou afete coisas importantes, como pessoas, edifícios, posses e áreas naturais valorizadas. Esse f",@Situation
@Entity,1071,Comboio,Um #Comboio consiste em vários #Veículos que se movem juntos para transportar uma #Carga de uma #Fonte para um #Alvo.,@Entity
@Stative,472,Começo_de_emprego,Este frame representa o estágio inicial do Cenário_de_emprego: a formação da relação de emprego entre o #Empregador e o #Empregado.,@Relational
@Causative,155,Comércio_comprar,"Este frame descreve uma transação comercial básica, envolvendo um #Comprador e um #Vendedor que trocam #Dinheiro e #Mercadorias, assumindo-se a perspectiva do comprador. As palavras variam individualm",@Eventive
@Causative,162,Comércio_pagar,"Esse frame envolve #Compradores pagando #Dinheiro por #Mercadorias. Neste frame, o #Dinheiro é o objeto direto, e é mapeado ao tema da transferência.",@Eventive
@Causative,188,Comércio_receber,Subframe de Comércio_transferência_de_dinheiro em que o #Vendedor passa a ter o #Dinheiro.,@Eventive
@Causative,189,Comércio_transferência_de_mercadorias,O subframe de Transação_comercial na qual o #Vendedor entrega as #Mercadorias ao #Comprador (em troca do #Dinheiro).,@Relational
@Causative,187,Comércio_transferência_do_dinheiro,"O subframe de Transação_comercial, que envolve a transferência de #Dinheiro do #Comprador para o #Vendedor (em troca das #Mercadorias).",@Eventive
@Causative,156,Comércio_vender,"Descreve transações comerciais básicas envolvendo um #Comprador e um #Vendedor trocando #Dinheiro e #Mercadorias, tomando a perspectiva do #Vendedor. As palavras variam individualmente em padrões de r",@Eventive
@Causative,446,Cometer_crime,"Um #Criminoso (geralmente intencionalmente) comete um #Crime, ou seja, faz algo que não é permitido pelas leis da sociedade.",@Eventive
@Entity,1260,Comissão_técnica,"É a equipe de técnicos, médicos, preparadores físicos e outros profissionais especializados que acompanham uma delegação esportiva.",@Entity
@Entity,1068,Comitiva,"Um grupo de #Indivíduos forma um grupo, a #Comitiva, que permanece co-localizada com a #Pessoa_acompanhada. A #Comitiva pode ter um propósito específico para seguir a #Pessoa_acompanhada, como para pr",@Relational
@Pragmatic,1613,Common_ground,Common_ground,@Pragmatic
@Relational,325,Comparação_avaliativa,"Este frame é sobre a comparação estática de um #Item_perfilado com um #Item_padrão, geralmente com relação a algum #Atributo. Nesse frame, há uma assimetria inerente entre o #Item_perfilado e o #Item_",@Relational
@Transition,907,Comparecer,Um #Agente vai a um #Evento e fica presente de forma relativamente não participativa.,@Eventive
@Relational,1164,Compartilhar,"Nesse Frame, o #Protagonista_1 e o #Protagonista_2, coletivamente #Protagonistas, permitem um ao outro partilhar conjuntamente o uso de uma #Entidade.",@Relational
@Stative,332,Compatibilidade,"O #Item_1 e o #Item_2 são compatíveis entre si se puderem existir ou funcionar juntos em algum contexto sem problemas, conflitos ou outras situações indesejáveis. O conjunto de #Item_1 e #Item_2 pode ",@Relational
@Relational,217,Competição,"Este frame se relaciona com a ideia de que pessoas (#Participante_1, #Participante_2, ou #Participantes) participam em uma atividade regida por regras (a #Competição) com o intuito de alcançar algum r",@Eventive
@Attribute,683,Completude,"Um #Todo, uma entidade com uma subestrutura, é avaliado por ter ou não todas as partes necessárias definidas para ele ou para uma entidade de seu tipo. A entidade pode ser uma coisa física concreta, u",@Attribute
@Attribute,1025,Complexidade_sistêmica,Um #Sistema é percebido como complexo dependendo da complexidade da interconectividade de suas partes ou componentes. Essas partes ou componentes individuais não funcionam como elementos de frame ness,@Attribute
@Experiential,495,Compreender,"Um #Pensador possui conhecimento sobre o funcionamento ou significado de uma ideia ou objeto, que chamamos de #Fenômeno, e é capaz de fazer previsões sobre o comportamento ou a ocorrência do #Fenômeno",@Stative
@Action,27,Comprometimento,Um #Falante se compromete com um #Destinatário para realizar alguma ação futura. Esta pode ser uma ação desejável (como uma promessa) ou não desejável (como uma ameaça) para o #Destinatário.,@Relational
@Action,2,Comunicação,Um #Comunicador transmite uma #Mensagem para um #Destinatário; o #Tópico e a #Mídia da comunicação também podem ser expressos. Este frame não inclui nenhuma especificação do método de comunicação (fal,@Relational
@Action,197,Comunicação_de_julgamento,"Um #Comunicador comunica um julgamento de um #Avaliado a um #Destinatário. O julgamento pode ser positivo (por exemplo, elogio) ou negativo (por exemplo, criticar), e isso é indicado pelos tipos semân",@Relational
@Action,448,Comunicação_direta_de_julgamento,"Nesse frame, um #Comunicador avalia o #Destinatário e comunica essa avaliação diretamente ao #Destinatário. O julgamento é dado para uma determinada #Razão ou sobre um determinado #Tópico.",@Relational
@Action,36,Comunicação_resposta,"Este frame lida com um #Falante comunicando uma resposta, uma #Mensagem, para alguma comunicação ou ação anterior, o #Ativador.",@Relational
@Action,463,Comunicar_categorização,"Um #Falante comunica uma #Mensagem informando a associação de um #Item em uma #Categoria, isto é, afirma que o #Item tem as características definidoras da #Categoria. Alternativamente, a #Mensagem é c",@Relational
@Action,752,Comunicar_mensagem_com_sucesso,Um #Comunicador fala com um #Destinatário de modo que o #Destinatário entende e aprecia completamente a verdade e/ou relevância de uma #Mensagem.,@Relational
@Causative,531,Comutação,"Uma #Autoridade_executiva troca uma pena, a #Pena_original, por outra menos grave, a #Pena_nova. O #Transgressor que recebeu a #Pena_original geralmente é expresso como um modificador.",@Relational
@Relational,924,Conceitos_relacionais,Um #Conceito_1 está relacionado ao #Conceito_2 por algumas #Evidências.,@Relational
@Pragmatic,955,Concessão,"Um locutor marca um #Estado_de_coisas_concedido como sendo ou implicando uma contradição à #Afirmação_principal. Algumas ULs especificam a #Afirmação_principal, outras o #Estado_de_coisas_concedido, c",@Pragmatic
@Experiential,1048,Condição_de_moradia,"An #Experiencer must cope with some #Condition for a prolonged period, usually against his or her will.",@Experiential
@Situation,1196,Condicional_negativa,Uma #Anticonsequência é apresentada como não ocorrendo se a #Possibilidade_perfilada ocorrer.,@Situation
@Stative,215,Condições_em_saúde,"Palavras neste frame dão nome a condições em saúde ou doenças que um paciente sofre, está sendo tratado para, pode ser curado de, ou morrer de. A condição ou doença pode ser descrita de várias maneira",@Stative
@Stative,215,Condições_em_saúde,"Palavras neste frame dão nome a condições em saúde ou doenças que um paciente sofre, está sendo tratado para, pode ser curado de, ou morrer de. A condição ou doença pode ser descrita de várias maneira",@Causative
@Action,407,Conduta,Um #Agente atua de uma certa #Maneira geralmente ou sob algumas #Circunstâncias em particular. A conduta também pode ser direcionada especificamente para uma #Parte_afetada.,@Entity
@Entity,388,Conectores,O #Conector é um artefato criado para anexar um #Item_conectado ou para afixar a uma #Localização_fixa e é principalmente usado dessa forma. Um #Uso mais específico também pode ser especificado. Certa,@Entity
@Relational,449,Conexão_cognitiva,"Um conceito, #Conceito_1, é relacionado causalmente ou de formal colocacional a outro conceito, #Conceito_2, por alguma evidência. Eles podem ser relacionados somente sob certas #Circunstâncias ou de ",@Relational
@Relational,228,Conexão_social,Uma relação social e pessoal mútua que mantém as pessoas envolvidas na vida umas das outras compreende uma #Conexão do #Indivíduo_1 ao #Indivíduo_2 ou entre #Indivíduos.,@Relational
@Stative,477,Confiança,Um #Protagonista precisa que uma ação de #Meio seja realizada para seu #Benefício. A ação de #Meio relevante é muitas vezes evocada apenas pela referência a um #Intermediário que a executa. Além disso,@Relational
@Experiential,478,Confiança_em_expectativa,"Um #Pensador considera uma certa #Expectativa como um fato confiável, de tal modo que seus planos podem ser baseados nela.",@Relational
@Experiential,787,Confiar,Um #Pensador pensa que a #Informação dada por uma #Fonte particular é correta. Um #Conteúdo ou #Tópico de #Informação também pode ser descrito.,@Relational
@Entity,115,Configuração_do_cabelo,"Estilos temporários ou permanentes e #Configurações de #Cabelo, bem como sua natureza inerente. Observe que a fixação e a parte do corpo geralmente serão incorporados aos significados lexicais. As #Su",@Entity
@Pragmatic,1578,Confirmação_de_atenção,Este frame engloba termos ou gestos utilizados por um enunciador com o intuito de verificar se o compreendedor está prestando atenção ao que está sendo comunicado.,@Pragmatic
@Pragmatic,1564,Confirmação_de_turno,"O #Compreendedor não toma o turno conversacional para si, quando um momento de possível troca de turno ocorre, sinalizando ao presente #Enunciador para prosseguir com o ato comunicativo.",@Pragmatic
@Experiential,921,Confrontar_problema,Um #Agente se envolve em um #Problema que tem consequências negativas para ele. O #Agente normalmente tomará uma atitude para resolver o #Problema.,@Experiential
@Action,529,Conhecer_pessoas,"#Indivíduos se encontram pela primeira vez e se apresentam em um #Tempo, #Lugar ou #Contexto em particular. Os #Indivíduos podem ter travado conhecimento uns com os outros antes de se apresentarem. Os",@Entity
@Experiential,14,Conhecimento,"Um #Pensador tem um #Conteúdo em seu conhecimento de mundo. O #Conteúdo não é necessariamente apresentado por meio de percepção imediata, mas, em vez disso, normalmente, devido à dedução de coisas per",@Stative
@Experiential,1069,Conhecimento_da_situação,"Um #Pensador tem um #Conteúdo em seu conhecimento de mundo devido à dedução, inferência, ou meios perceptíveis similares de se chegar à informação.",@Experiential
@Entity,734,Conjunto_de_entidades_inter-relacionadas,"Um grupo de #Entidades_componentes, juntamente com suas inter-relações, é visto como um #Complexo.",@Entity
@Causative,900,Conquistar,Este frame descreve um #Tema perdendo sua autonomia e talvez sofrendo danos materiais como resultado de uma invasão bem-sucedida em nome de um #Conquistador.,@Causative
@Transition,296,Conseguir_um_emprego,"Um novo #Empregado obtém uma #Posição com um #Empregador, com a qual há certas #Tarefas associadas; Em troca do desempenho dessas #Tarefas, o #Empregado recebe uma #Compensação do #Empregador.",@Entity
@Causative,311,Conservar_materiais,"Nesse frame, um #Agente conserva um #Paciente para evitar que ele se deteriore. Um #Meio pode ser usado.",@Causative
@Transition,234,Construir,"Esse frame descreve ações de montagem ou de construção,em que o #Agente une #Componentes para formar a #Entidade_criada, que é perfilado e, portanto, é objeto do verbo.",@Transition
@Causative,972,Consumir_recurso,Um #Agente usa um #Recurso que é consumido e indisponível para uso futuro.,@Causative
@Action,1597,Contar,Determinar a quantidade de algo.,@Stative
@Action,261,Contatar,"Um #Comunicador (cujo local pode ser indicado) direciona uma #Comunicação para um #Destinatário em um determinado #Endereço. Observe que nenhum ato comunicativo bem-sucedido real está implícito, apena",@Eventive
@Relational,1191,Contato_espacial,"Uma #Figura está localizada em contato com um #Fundo. Com algumas palavras que evocam esse Frame, a #Figura também é descrita como total ou parcialmente apoiada pelo #Fundo enquanto, em outras, uma re",@Relational
@Stative,366,Conter,"Nesse frame, um #Recipiente mantém dentro de seus limites físicos os #Conteúdos.",@Relational
@Situation,1579,Contexto_comunicativo,"Este frame contém os fatores contextuais relevantes para a interação comunicativa, em particular os #Comunicadores (#Enunciador, #Comunicador), assim como o #Lugar e o #Tempo. Se um frame pragmático f",@Relational
@Action,476,Contingência,"A resposta a uma pergunta em aberto, o #Resultado, é ditada (parcial ou completamente) pela resposta a outra pergunta aberta, a #Determinante, ou seja, se a resposta para o #Determinante for conhecida",@Relational
@Stative,473,Continuação_do_emprego,"Este é um frame que representa o estágio intermediário do Cenário_de_emprego, no qual há uma relação estável de emprego  entre o #Empregado e o #Empregador.",@Entity
@Causative,1119,Contra-atacar,"Um #Agressor ataca fisicamente uma #Vítima, que geralmente é, mas nem sempre é sensível, causando ou pretendendo causar o dano físico à #Vítima. O ataque é uma resposta a um ataque anterior da #Vítima",@Causative
@Causative,158,Contrabandear,"As palavras nesse frame descrevem situações nas quais o #Perpetrador secretamente leva #Bens, que são proibidos por lei ou dos quais os devidos impostos não foram pagos, para dentro ou fora de um país",@Eventive
@Inchoative,1379,Contrair_doença,"Um #Protagonista vem a sofrer de uma #Doença, muitas vezes implicitamente adquirida de uma #Fonte.",@Entity
@Pragmatic,1611,Contrast,Contrast,@Pragmatic
@Causative,294,Contratar,"Um #Empregador contrata um #Empregado, prometendo ao funcionário uma certa #Remuneração em troca do desempenho de um trabalho. O trabalho pode ser descrito em termos de uma #Tarefa ou uma #Posição. Em",@Relational
@Causative,1216,Contratar_fornecer_serviço_turístico,Frame genérico em que o #Turista contrata um #Serviço oferecido pela #Operadora.,@Relational
@Experiential,352,Contrição,"Um #Experienciador se sente mal sobre uma escolha, uma #Ação, ou uma falha de fazer alguma coisa, que ele agora considera ter cometido um erro. O estado emocional do #Experienciador pode ser expresso ",@Experiential
@Causative,806,Controlar,"Uma #Entidade_controladora, #Situação_controladora ou #Variável_controladora controla uma #Entidade_dependente, #Situação_dependente ou #Variável_dependente. A última, dependente, elemento ou algum as",@Relational
@Causative,83,Convencer,Um #Falante expressa através da linguagem seu desejo de fazer com que o #Destinatário aja. O #Destinatário forma uma intenção de agir e faz isso.,@Relational
@Action,479,Conversar,"Um grupo de pessoas (os #Interlocutores ou #Interlocutor_1 e #Interlocutor_2 juntos) têm uma conversa. Nenhuma pessoa constitui como um único falante ou apenas um destinatário.  Mais precisamente, é e",@Relational
@Relational,836,Convidado_e_anfitrião,"Dois indivíduos, o #Convidado e o #Anfitrião estão em uma relação social temporária dentro da qual o #Anfitrião fornece o uso de um local ou recursos para o #Convidado em um local altamente associado ",@Relational
@Attribute,392,Cor,"Uma #Cor como um ponto de referência no espaço de cores, seja um ponto de referência (por exemplo, siena queimada) ou uma região mais ampla (por exemplo, azul). Especialmente quando a #Cor designa uma",@Attribute
@Entity,1510,Corpo_discente,Corpo #Discente é um conjunto de indivíduos específicos que se relacionam a partir da participação em uma atividade educacional particular.,@Entity
@Experiential,348,Correr_risco,Um #Protagonista é descrito como sendo exposto a uma situação potencialmente perigosa que pode acabar em um #Resultado_ruim para si mesmo.   Um #Recurso que está em perigo de perda pode estar no lugar,@Experiential
@Inchoative,320,Corroer,"Neste frame, o #Paciente, um item inorgânico, sofre um processo químico que o torna menos útil, desejável ou estável.",@Inchoative
@Causative,322,Corrosão_causada,"Nesse frame, o #Paciente, um item inorgânico, sofre um processo químico causado por outra entidade, o que o torna menos útil, desejável ou estável. O processo pode ou não estar sob o controle de um #A",@Causative
@Eventive,1602,Corrupção,"Uma #Entidade_corrupta que, geralmente, detém algum tipo de poder ou autoridade ganha benefícios ou vantagens indevidas em detrimento da legalidade.",@Eventive
@Entity,1181,Corta-fogo,Este frame refere-se a entidades #Corta-fogo destinadas a evitar que um incêndio viaje em uma direção. Elas são construídas removendo-se materiais combustíveis / inflamáveis do caminho previsto das ch,@Entity
@Causative,240,Cortar,Um #Agente corta um #Item em #Pedaços usando um #Instrumento (que pode ou não ser expresso).,@Eventive
@Entity,1593,Cosméticos,"Um #Produto cosmético é aplicado por um #Usuário em uma #Parte_do_corpo com a finalidade de higienização, hidratação, perfumação ou embelezamento.",@Entity
@Entity,350,Costume,Um #Comportamento é classificado como enraizado por um #Protagonista ou uma #Sociedade. O #Comportamento pode estar associado a um #Domínio específico de experiência e descrito com um #Descritor. Isso,@Relational
@Transition,50,Cotema,Este frame contém palavras que indicam necessariamente o movimento de dois objetos distintos. O #Tema é tipicamente animado e é expresso da mesma maneira que um Auto-movedor é expresso no frame Auto_m,@Transition
@Experiential,506,Crença_religiosa,Um #Crente tem fé em um #Conteúdo ou um #Elemento que se encaixa em um sistema de crenças religiosas composto de muitos artigos de fé. O #Conteúdo não está necessariamente ligado a uma experiência sen,@Stative
@Transition,647,Crescer_a_massa,"As ULs deste frame descrevem um pedaço de #Massa expandindo conforme o gás se desenvolve dentro dele. Isso é parte de um processo em que, para produzir um pão mais leve e mais facilmente mastigável, a",@Eventive
@Causative,243,Criação_culinária,Este frame descreve a preparação de alimentos e refeições. Um #Cozinheiro cria uma #Comida_produzida a partir de #Ingredientes (crus). O #Instrumento_de_aquecimento e / ou #Recipiente também podem ser,@Eventive
@Causative,223,Criação_de_nó,Um #Agente cria um #Nó (possivelmente em um #Lugar e / ou com um #Instrumento).,@Entity
@Causative,291,Criar,Uma #Causa que resulta na formação de uma #Entidade_criada.,@Causative
@Causative,758,Criar_arte_física,"Um #Criador cria um artefato que normalmente é uma #Representação icônica de uma entidade ou evento real ou imaginado. A #Representação também pode ser evocativa de uma ideia, embora não seja baseada ",@Entity
@Causative,255,Criar_intencionalmente,"O #Criador cria uma nova entidade, a #Entidade_criada, possivelmente a partir dos #Componentes.
",@Entity
@Causative,757,Criar_representação,"Um #Criador produz um objeto físico que serve como #Representação de uma entidade ou evento real ou imaginado, o #Representado.",@Entity
@Eventive,1269,Criminalidade,"Durante sua estada em um #Lugar, o #Turista pode se ver vítima de um #Crime.",@Eventive
@Stative,536,Culpa_ou_inocência,Um indivíduo #Acusado é tomado por uma #Postura_epistêmica (geralmente implícita) como estando envolvido (ou não) em um #Delito.,@Eventive
@Causative,893,Cultivar_alimentos,"A #Cultivador esforça-se por tender a e influenciar o ambiente do #Alimento de modo a fomentar o seu crescimento.
",@Entity
@Pragmatic,1557,Cumprimento,"Este frame cobre palavras, expressões e/ou gestos que podem compor uma  interação completa ou o início de uma interação mais extensa.",@Pragmatic
@Action,106,Cumprimento_de_normas,Este frame diz respeito a #Atos e #Estados_de_coisas pelos quais #Protagonistas são responsáveis e que seguem ou violam algum conjunto de regras ou #Normas.,@Relational
@Causative,44,Cura,"Este frame trata de um #Curador tratando e curando uma #Aflição (as lesões, doenças ou dor) do #Paciente, algumas vezes mencionando também o uso de um #Tratamento ou #Medicação em particular. Esse fra",@Causative
@Action,539,Cursar,"Um #Estudante matricula e, em seguida, permanece em uma #Instituição com a finalidade de ser instruído em alguma #Matéria.  Ele pode receber instrução de um determinado #Professor em uma #Instituição.",@Entity
@Entity,1516,Curso,Um #Programa de #Aulas ou outro #Material que lida com um #Tema.,@Entity
@Action,1270,Dançar,"Um #Agente sai para dançar, geralmente, em #Estabelecimentos que contém espaço destinado a essa finalidade. ",@Experiential
@Causative,384,Danificar,"Um #Agente afeta um #Paciente de modo que este (ou alguma #Sub-região deste) mude para um estado não-canônico. Geralmente, tal estado é indesejável e algumas unidades lexicais (marcadas com tipo semân",@Causative
@Causative,127,Dar,Um #Doador transfere um #Tema a um #Recipiente. Este frame inclui apenas ações iniciadas pelo #Doador (aquele que inicia o processo exercendo a posse sobre o #Tema). As sentenças (mesmo as metafóricas,@Relational
@Transition,256,Dar_à_luz,Uma #Mãe e um #Pai produzem um #Filho ou um #Ovo.,@Entity
@Causative,1582,Dar_de_comer,Um #Provedor fornece um #Alimento para um #Beneficiário.,@Relational
@Causative,949,Dar_forma,Um #Agente manipula um #Tema de modo que ele adquira uma determinada forma ou #Configuração_resultante.,@Transition
@Experiential,61,Dar_impressão,"Um #Fenômeno e suas características perceptíveis recebem alguma discrição. Que pode ser uma #Caracterização, descrevendo características puramente perceptíveis, uma #Avaliação (julgamento positivo ou ",@Experiential
@Entity,236,Data_comemorativa,Esse frame descreve uma construção de composição específica (um padrão de cunhagem) pela qual palavras mais complexas podem ser criadas ao unir uma #Entidade_homenageada a um #Tipo_específico para des,@Relational
@Action,335,Decidir,"Um #Pensador toma uma #Decisão, que pode ser sobre uma entidade ou um curso de ação.",@Inchoative
@Eventive,931,Decisão_judicial,Uma #Autoridade com o poder de tomar decisões produz um #Parecer sobre uma questão apresentada em um #Caso formal ou informal.,@Eventive
@Eventive,110,Decisão_sobre_fiança,"Este frame cobre um passo em um processo criminal no qual um #Juiz julga se o #Acusado deve ser libertado sob fiança e, em caso afirmativo, qual deve ser o valor da fiança.
",@Relational
@Action,37,Declaração,"Este frame contém verbos e nomes que comunicam o ato de um #Falante destinar uma #Mensagem a algum #Destinatário, usando a linguagem.",@Relational
@Relational,986,Declaração_comutativa,"As ULs nesse frame descrevem um relacionamento estativo entre dois números, o #Termo_1 e o #Termo_2 ou, coletivamente, #Termos, por meio de uma operação aritmética comutativa. Os números são expressos",@Attribute
@Relational,989,Declaração_não_comutativa,"As ULs neste frame descrevem uma declaração aritmética não comutativa, e. subtração e divisão, envolvendo dois números, rotulados como #Termo_1 e #Termo_2. Esse frame contrasta com Processo_não_comuta",@Entity
@Action,119,Declarar-se_culpado _ou_inocente,"O #Acusado #Declara-se_culpado_ou_inocente,  em resposta às #Acusações. Na maioria das jurisdições, as possíveis declarações são de inocente, culpado ou nolo contendere. As pessoas acusadas podem não ",@Eventive
@Entity,273,Decoração_corporal,Este frame refere-se a decorações que seres humanos têm ou aplicam em seus corpos.,@Entity
@Causative,613,Defender,"Um #Defensor responde a um ataque do #Agressor a uma #Vítima, combatendo-o diretamente e geralmente violentamente.",@Eventive
@Stative,1565,Deficiência,"Uma #Condição de longo prazo de natureza física, sensorial, mental e/ou intelectual que, em interação com diversas barreiras, pode obstruir participação plena e efetiva de um #Indivíduo na sociedade e",@Entity
@Experiential,1009,Degustar,Um #Agente ingere ou começa a ingerir um item de #Alimento que ele ainda não experimentou com a intenção de determinar a sua qualidade em uma escala. Uma #Finalidade de experimentar o alimento pode se,@Experiential
@Stative,516,Deixado_por_fazer,"Um #Processo de uso ou modificação é programado para ser aplicado a um grupo ou massa.  Em determinado #Tempo, o #Restante que ainda falta ser processado pode ser identificado. O #Agente que trabalhar",@Eventive
@Transition,936,Deixar_de_ser,Uma #Entidade deixa de existir.,@Situation
@Action,1035,Deixar_rastros,"Uma #Evidência indica que um #Evento ocorreu, ou metonimicamente, #Entidade existia anteriormente, em um #Local. A #Evidência consiste de mudanças físicas, resultantes de um #Evento, sofridas pelo #Lo",@Entity
@Pragmatic,1595,Dêixis_de_pessoa,"A dêixis de pessoa faz referência a um alvo (especificamente uma pessoa) extratextual, ao contrário do que ocorre na anáfora, em que o alvo encontra-se intratextualmente (Talmy, 2013). Cada dêitico de",@Pragmatic
@Pragmatic,1600,Dêixis_discursiva,"A dêixis discursiva faz referência a um alvo textual situado em outra parte do próprio discurso, podendo ser anterior ou posterior. Dêiticos discursivos requerem conhecimento da organização textual ou",@Pragmatic
@Pragmatic,1598,Dêixis_locativa,A dêixis locativa faz referência  a uma localização no espaço que só pode ser identificada com base no contexto comunicativo e na posição dos participantes da interação. O dêitico locativo  aponta par,@Situation
@Pragmatic,1599,Dêixis_temporal,"A dêixis temporal faz referência a um alvo temporal extratextual, isto é, a um ponto ou intervalo no tempo que só pode ser determinado com base no momento da enunciação ou em um marco temporal context",@Situation
@Entity,1261,Delegação,Comitiva que representa um #País em algum evento esportivo. É composta pelos atletas e pela comissão técnica.,@Entity
@Eventive,270,Deliberação_do_júri,O #Júri discute o #Caso e suas #Acusações para avaliar a #Possível_sentença do acusado.,@Entity
@Attribute,766,Delimitação_da_diversidade,"Um #Item que engloba características ou tipos cuja diversidade é indicada pela adição de um #Limite_1 e um #Limite_2 que diferem consideravelmente um do outro. Em alguns casos, os #Limite_2 e #Limite_",@Attribute
@Action,400,Delitos,As palavras neste frame descrevem atos que violam um código legal.,@Eventive
@Causative,298,Demitir,Um #Empregador encerra um vínculo empregatício com um #Empregado. Muitas vezes há uma #Explicação dada para a ação.,@Eventive
@Entity,1016,Denominação,"Este frame inclui palavras que são usadas como #Título de indivíduos. O #Título é aplicado a um #Nome (apelido ou nome completo) e, muitas vezes, designa a posição de determinada pessoa dentro de uma ",@Entity
@Action,405,Denunciar,"Nesse frame, um #Informante informa as #Autoridades sobre o #Comportamento ilegal ou impróprio do #Malfeitor.",@Relational
@Experiential,976,Deparar_com_reação,"Um #Gatilho evoca uma #Resposta. A #Resposta tanto pode ser um tipo de ação com o intuito de lidar com o #Gatilho, como um julgamento expresso sobre o evento do #Gatilho. ",@Eventive
@Eventive,1276,Desastre_natural,As palavras nesse frame indicam um #Desastre_natural que pode ocorrer em um #Lugar e afetar #Vítimas,@Situation
@Attribute,143,Descrição_corporal_holística,"Este frame abrange descrições de um corpo humano inteiro, visto como uma gestalt (quando oposto a descrições baseadas em partes do corpo proeminentes). Os Elementos de Frame são #Indivíduo e #Figura.",@Attribute
@Attribute,1488,Descrição_de_acidente,Este frame está relacionado a palavras que descrevem um #Acidente.,@Situation
@Attribute,1141,Descrição_de_atitude,As unidades lexicais desse frame são descrições da #Atitude de um #Pensador sobre um #Estado_de_coisas ou suas perspectivas sobre ela. o #Estado_de_coisas pode ser expresso sem um #Pensador em vários,@Stative
@Attribute,73,Descrição_de_duração,"Um evento ou estado (aqui chamado de #Eventualidade) ou #Período de tempo é descrito em termos de #Grau no qual a duração diverge de um padrão. Como é comum para atributos graduais, o padrão de compar",@Attribute
@Attribute,992,Descrição_de_etnia,Esse frame cobre as ULs que descrevem a etnia de uma #Pessoa.,@Entity
@Attribute,1493,Descrição_de_idade,Este frame cobre as ULs que descrevem a idade de uma Pessoa.,@Attribute
@Attribute,1467,Descrição_de_sintoma_ou_condição_em_saúde,Este frame está relacionado a palavras que descrevem Sintomas ou Condições médicas. A Descrição é geralmente incorporada.,@Stative
@Attribute,1019,Descrição_de_taxa,"As ULs neste Frame descrevem o nível em que uma #Taxa, ou a variação em alguma quantidade ao longo de um período de tempo, se desvia da norma. O #Evento focal para o qual a #Taxa é relevante pode ser ",@Attribute
@Attribute,487,Descrição_de_velocidade,"Uma #Entidade está em movimento em uma #Velocidade específica, uma descrição momentânea da distância percorrida por tempo.",@Attribute
