idLU,lemmaName(en),senseDescription(en),idFrame,frameName,idPOS,lemmaName(pt),senseDescription(pt),idLemma(pt)
5640,thump,"FN: move making a forceful, heavy sound.",54,Motion_noise,86,trovejar,"FN: movimento que faz um som forte e pesado.",
5641,thunder,"FN: move making a loud rumbling or crashing sound",54,Motion_noise,86,trovejar,"FN: fazer um barulho alto e estridente ou de choque",
5642,wheeze,"FN: move making an irregular rattling or spluttering sound",54,Motion_noise,86,Chiar,"FN: fazer um som irregular de rangido ou estalido",
5643,whine,"FN: move so as to make a continuous high-pitched sound",54,Motion_noise,86,Zumbir,"FN: mover de forma a fazer um som agudo contínuo",
5644,whir,"FN: move with a buzzing sound or an extended soft swish",54,Motion_noise,86,zumbir,"FN: move com um som zumbindo ou um suave balanço prolongado",
5646,hiss,"FN: to move making a sibilant sound as of the letter s",54,Motion_noise,86,sibilar,"FN: para mover fazendo um som sibilante como da letra s",
5649,crisscross,"COD: move or travel around (a place) by going back and forth repeatedly",55,Path_shape,86,cruzar,"COD: mover ou viajar em volta (de um lugar) indo de trás para frente repetidamente",
5651,descend,"FN: to proceed downward as a path",55,Path_shape,86,descer,"FN: para prosseguir para baixo como um caminho",
5652,dip,"FN: to slope downwards",55,Path_shape,86,inclinar,"FN: a encosta para baixo",
5659,meander,"COD: follow a winding course, or wander aimlessly. ",55,Path_shape,86,serpentear,"COD: seguir um curso sinuoso ou vaguear sem rumo.",
5663,slant,"FN: to slope or lean in a certain direction",55,Path_shape,86,inclinar,"FN: inclinar-se ou inclinar em uma direção específica",
5667,traverse,"COD: move back and forth or sideways.",55,Path_shape,86,atravessar,"COD: mover-se para frente e para trás ou de lado a lado.",
5674,zigzag,"FN: to lead in a back and forth pattern while also proceeding forward",55,Path_shape,86,ziguezaguear,"FN: para liderar em um padrão de ida e volta enquanto também avança",
5675,undulate,"FN: to proceed (as a path) with a smooth, wave-like pattern",55,Path_shape,86,undular,"FN: prosseguir (como um caminho) com um padrão liso, ondulado",
5677,twisting,"FN: a windy movement or course.",55,Path_shape,84,torcido,"FN: um movimento ou curso ventoso.",
5678,windy,"COD: (of a road or river) following a winding course.",55,Path_shape,84,sinuoso,"COD: (de uma estrada ou rio) seguindo um curso sinuoso.",
5679,twisty,"FN: having a shape that turns of bends in different directions.",55,Path_shape,84,tortuoso,"FN: ter uma forma que se curva em direções diferentes.",
5682,bend,"COD: deviate from a straight line.",55,Path_shape,86,curvar,"COD: desviam-se de uma linha reta.",
5683,descent,"COD: a downward slope. ",55,Path_shape,83,descida,"COD: uma inclinação para baixo.",
5687,round,"COD:  pass and go round.",55,Path_shape,86,contornar,"COD: passar e dar a volta.",
5690,ford,"COD: cross at a ford.",55,Path_shape,86,vadear,"COD: atravessar um rio a nado.",
5694,embed,"FN: fix firmly and deeply in a surrounding mass",56,Placing,86,embutir,"FN: fixe firmemente e profundamente em uma massa circundante",
5697,immerse,"COD: dip or submerge in a liquid.",56,Placing,86,imergir,"COD: mergulhar ou afundar em um líquido.",
5700,insert,"COD: place, fit, or incorporate (something) in something else",56,Placing,86,inserir,"COD: lugar, encaixe ou incorporação (de algo) em algo mais",
5701,insertion,"FN: the placing, fitting, or incorporating of (something) in something else",56,Placing,83,inserção,"FN: o posicionamento, adaptação ou incorporação de (algo) em algo mais",
5705,lodge,"COD: make or become firmly fixed in a place.",56,Placing,86,fixar,"COD: fazer ou tornar-se firmemente fixado em um lugar.",
5719,stow,"COD: pack or store (an object) tidily in an appropriate place.",56,Placing,86,estocar,"COD: embalar ou armazenar (um objeto) de forma ordenada em um lugar apropriado.",
5720,stuff,"COD: force tightly into a receptacle or space.",56,Placing,86,encher,"COD: forçar firmemente em um recipiente ou espaço.",
5721,tuck,"FN: put into a snug place",56,Placing,86,enfiar,"FN: colocar em um lugar apertado",
5722,wrap,"COD: arrange (paper or soft material) round something, as a covering or for warmth or protection.",56,Placing,86,envolver,"COD: organizar (papel ou material macio) algo, como uma cobertura ou para calor ou proteção.",
5724,billet,"COD: lodge (soldiers) in a civilian house",56,Placing,86,acomodar,"COD: acomodar (soldados) numa casa civil",
5725,bin,"COD: a. throw (something) away by putting it in a bin. ",56,Placing,86,descartar,"COD: a. jogar (algo) fora colocando-o em um recipiente.",
5727,archive,"COD: place in an archive",56,Placing,86,arquivar,"COD: local em um arquivo",
5729,cage,"COD: confine in or as in a cage",56,Placing,86,enjaular,"COD: confinamento em ou como em uma gaiola",
5731,file,"COD: place (a document) in a file",56,Placing,86,arquivar,"COD: coloque (um documento) em um arquivo",
5735,stable,"COD: put [or keep] a horse in a stable",56,Placing,86,estabular,"COD: coloque [ou mantenha] um cavalo em estábulo",
5736,perch,"COD: set or balance someone or something on",56,Placing,86,empoleirar,"COD: conjunto ou equilíbrio de alguém ou algo em",
5737,sit,"FN: cause to sit or be placed (somewhere)",56,Placing,86,Colocar,"FN: causar para sentar ou ser colocado (em algum lugar)",
5738,daub,"COD: spread (a thick substance) on a surface [carelessly or liberally]",56,Placing,86,untar,"COD: espalhe (uma substância grossa) sobre uma superfície [descuidadosamente ou generosamente]",
5739,drizzle,"FN: pour (liquid) in a thin stream",56,Placing,86,despejar,"FN: despeje (líquido) em um fio fino",
5740,dab,"COD: apply (a substance) with light quick strokes",56,Placing,86,tocar,"COD: aplicar (uma substância) com leves toques rápidos",
5741,drape,"FN: to put an object or objects loosely on or around an object",56,Placing,86,drapear,"FN: colocar um objeto ou objetos soltos sobre ou ao redor de um objeto",
5742,brush,"FN: apply with a brush ",56,Placing,86,escovar,"FN: aplicar com uma escova",
5745,jam,"FN: squeeze or pack tightly into a space, sometimes with force",56,Placing,86,apertar,"FN: apertar ou empacotar apertadamente em um espaço, às vezes com força",
5750,sheathe,"COD: put (a knife or sword) into a sheath",56,Placing,86,embainhar,"COD: colocar (uma faca ou espada) em uma bainha",
5757,plunge,"COD: push or thrust something quickly. ",56,Placing,86,mergulhar,"COD: empurrar ou impulsionar algo rapidamente.",
5759,emplace,"FN: set in a position.",56,Placing,86,colocar,"FN: definido em uma posição.",
5761,implanted,"FN: an idea or object put into a person",56,Placing,84,Implantado,"FN: uma ideia ou objeto posto em uma pessoa",
5762,gag,"FN: to place an object (usually a piece of cloth) over someone' s mouth",56,Placing,86,amordaçar,"FN: colocar um objeto (geralmente uma peça de pano) sobre a boca de alguém",
32922,"in image","put down",56,Placing,89,deitado,deitar,
5763,clear,"FN: to remove unwanted objects or obstructions from a surface",57,Removing,86,limpar,"FN: remover objetos indesejados ou obstáculos de uma superfície",
5764,confiscate,"COD:  take or seize (property) with authority",57,Removing,86,confiscar,"COD: tomar ou apreender (propriedade) com autoridade",
5766,dislodge,"COD: remove from an established or fixed position.",57,Removing,86,desalojar,"COD: remover de uma posição estabelecida ou fixa.",
5768,eject,"FN: remove with some force",57,Removing,86,ejetar,"FN: remover com alguma força",
5769,ejection,"COD: ejection is a derivative of eject",57,Removing,83,ejeção,"COD: ejeção é um derivado de ejetar",
5772,empty,"COD: discharge (the contents) from a container.",57,Removing,86,esvaziar,"COD: descarregar (o conteúdo) de um recipiente.",
5777,excise,"FN: cut out, remove",57,Removing,86,extirpar,"FN: cortar, remover",
5780,expunge,"COD: obliterate or remove completely.",57,Removing,86,expurgar,"COD: obliterar ou remover completamente.",
5785,purge,"COD: an act of purging people from an organization or place.",57,Removing,83,purga,"COD: um ato de purgar pessoas de uma organização ou lugar.",
5786,purge,"COD: remove by a cleansing process.",57,Removing,86,purga,"COD: remover por um processo de limpeza.",
5791,strip,"FN: to remove attachments, furnishings, additions, outer layers from",57,Removing,86,despir,"FN: para remover anexos, móveis, acréscimos, camadas externas de",
5792,swipe,"COD: steal",57,Removing,86,roubar,"COD: roubar",
5797,expurgate,"COD: remove matter regarded as obscene or unsuitable from (a text or account)",57,Removing,86,expurgar,"COD: remove matéria considerada obscena ou inadequada de (um texto ou conta)",
5799,shave,"FN: Remove something from a surface using a razor or sharp knife",57,Removing,86,raspar,"FN: Remover algo de uma superfície usando uma lâmina ou faca afiada",
5801,roust,"COD: cause to get up or start moving; rouse",57,Removing,86,despertar,"COD: causar para se levantar ou começar a se mover; despertar",
5808,file,"FN: remove by rubbing with a rough metal surface. (not for Themes which are ""created,"" e.g., filings, shavings, powder from the Source).",57,Removing,86,limar,"FN: remover esfregando com uma superfície metálica áspera. (não para Temas que são ""criados"", por exemplo, rebarbas, lascas, pó da Fonte).",
5809,disgorge,"FN: remove from the mouth or throat.",57,Removing,86,expelir,"FN: remover da boca ou garganta.",
33760,rid,"The action of freeing of something or someone, to throw something away.",57,Removing,86,livrar,"A ação de libertar algo ou alguém, para jogar algo embora.",
34121,"throw away","The act of throw something in the trash.",57,Removing,86,"jogar fora","Atirar algo no lixo.",
34265,"scoop out","To remove the theme from the container with a spoon.",57,Removing,86,retirar,"Tire o tema do recipiente com uma colher.",
39481,remover,,57,Removing,83,removedor,,
39694,remove,,57,Removing,83,remoção,,
39722,retire,,57,Removing,83,retirada,,
5813,amble,"COD: walk or move at a leisurely pace.",58,Self_motion,86,caminhar,"COD: caminhar ou se mover em um ritmo descontraído.",
5814,back,"FN: move backwards",58,Self_motion,86,recuar,"FN: mover para trás",
5815,barge,"COD: move forcefully or roughly",58,Self_motion,86,empurrar,"COD: move com força ou de forma brusca",
5816,bop,"FN: to go quickly or unceremoniously; shuffle along as if to bop music",58,Self_motion,86,balançar,"FN: ir rapidamente ou sem cerimônia; andar apressadamente como se estivesse ouvindo música",
5817,bound,"FN: to move by leaping or jumping",58,Self_motion,86,saltar,"FN: mover-se pulando ou saltando",
5819,bustle,"COD: move energetically or noisily",58,Self_motion,86,agitar-se,"COD: move energicamente ou de forma barulhenta",
5821,caper,"COD: skip or dance about in a lively or playful way",58,Self_motion,86,saltar,"COD: pular ou dançar de forma animada ou brincalhona",
5822,clamber,"COD: climb or move in an awkward and laborious way",58,Self_motion,86,escalar,"COD: subir ou se mover de forma desajeitada e trabalhosa",
5824,clomp,"COD: walk with a heavy tread",58,Self_motion,86,caminhar,"COD: caminhar com um passo largo e firme",
5825,crawl,"COD: move forward on the hands and knees or by dragging the body close to the ground",58,Self_motion,86,rastejar,"COD: avance de mãos e joelhos ou arrastando o corpo perto do chão",
5826,creep,"COD: move forward on the hands and knees or by dragging the body close to the ground.",58,Self_motion,86,rastejar,"COD: avançar sobre os joelhos ou arrastando o corpo perto do chão.",
5828,dart,"COD: move suddenly or rapidly.",58,Self_motion,86,disparar,"COD: mover-se de repente ou rapidamente.",
5829,dash,"COD: an act of dashing",58,Self_motion,83,corrida,"COD: um ato de ousadia",
5830,dash,"COD: run or travel in a great hurry.",58,Self_motion,86,correr,"COD: correr ou viajar num grande pressa.",
5832,flounce,"COD: move in an exaggeratedly impatient or angry manner.",58,Self_motion,86,irromper,"COD: move de uma maneira exageradamente impaciente ou irritada.",
5833,frolic,"COD: play or move about in a cheerful and lively way.",58,Self_motion,86,brincar,"COD: brincar ou se mover de maneira alegre e animada.",
5834,gallivant,"COD: go from place to place in pursuit of pleasure.",58,Self_motion,86,vadiar,"COD: ir de um lugar para outro em busca do prazer.",
5835,gambol,"COD: run or jump about playfully.",58,Self_motion,86,brincar,"COD: correr ou pular alegremente.",
5836,hasten,"COD: be quick to do something; move quickly. no appropriate definitions in COD",58,Self_motion,86,apressar-se,"COD: seja rápido em fazer algo; mova-se rapidamente. nenhuma definição apropriada em COD",
5842,hurry,"COD: move or act quickly or more quickly.",58,Self_motion,86,apressar-se,"COD: mover ou agir rapidamente ou mais rapidamente.",
5847,limp,"COD: walk with difficulty because of an injured leg or foot.",58,Self_motion,86,mancar,"COD: caminhar com dificuldade devido a uma perna ou pé machucado.",
5848,lope,"COD: run with a long bounding stride.",58,Self_motion,86,galopar,"COD: correr com um longo passo de salto.",
5849,lumber,"COD: move in a slow, heavy, awkward way.",58,Self_motion,86,cambalear,"COD: move de uma forma lenta, pesada e desajeitada.",
5850,lunge,"COD: make a lunge.",58,Self_motion,86,investir,"COD: faça uma corrida.",
5851,lurch,"COD: make such a movement; stagger.",58,Self_motion,86,tropeçar,"COD: faça tal movimento; tropece.",
5855,meander,"COD: wander aimlessly.",58,Self_motion,86,vaguear,"COD: vaguear sem rumo.",
5856,mince,"COD:  walk in an affected manner with short, quick steps and swinging hips.",58,Self_motion,86,rebolar,"COD: andar de maneira afetada, com passos curtos e rápidos e quadris balançando.",
5857,mosey,"COD:  walk or move in a leisurely manner.",58,Self_motion,86,vadiar,"COD: caminhar ou mover-se de maneira descontraída.",
5860,parade,"COD:  walk, march, or display in a parade.",58,Self_motion,86,desfilar,"COD: caminhar, marchar ou exibir em um desfile.",
5861,plod,"COD: walk doggedly and slowly with heavy steps.",58,Self_motion,86,caminhar,"COD: caminhar com determinação e lentamente com passos pesados.",
5863,prance,"FN: walk or move around with high, springy steps, or ostentatious, exaggerated movements",58,Self_motion,86,cavalgar,"FN: andar ou se mover com passos altos e saltitantes, ou com movimentos ostentosos e exagerados",
5864,promenade,"COD:  take a promenade.",58,Self_motion,86,passear,"COD: dar um passeio.",
5865,prowl,"COD:  move about stealthily or restlessly in search of or as if in search of prey.",58,Self_motion,86,espreitar,"COD: mover-se furtivamente ou inquietamente em busca de ou como se estivesse em busca de presa.",
5867,romp,"COD:  play about roughly and energetically.",58,Self_motion,86,brincar,"COD: brinque de forma áspera e enérgica.",
5869,rush,"FN: move someplace with urgent haste",58,Self_motion,86,apressar-se,"FN: vá para algum lugar com urgência",
5870,sashay,"COD: walk ostentatiously, with exaggerated hip and shoulder movements.",58,Self_motion,86,rebolar,"COD: caminhar de forma ostensiva, com movimentos exagerados de quadris e ombros.",
5871,saunter,"COD: walk in a slow, relaxed manner.",58,Self_motion,86,passear,"COD: caminhe de maneira lenta e relaxada.",
5874,scramble,"COD: a walk up steep terrain involving the use of one' s hands. ",58,Self_motion,83,escalada,"COD: uma caminhada por terreno acidentado que envolve o uso das mãos.",
5875,scramble,"FN: move or climb hurriedly, possibly using one' s hand",58,Self_motion,86,escalar,"FN: mover ou escalar rapidamente, possivelmente usando a mão",
5877,scuttle,"COD:  run hurriedly or furtively with short quick steps.",58,Self_motion,86,escapar,"COD: correr rapidamente ou furtivamente com passos curtos e rápidos.",
5878,shuffle,"FN: a shuffling movement, walk ",58,Self_motion,83,arrastar,"FN: um movimento de embaralhar, caminhar",
5879,shuffle,"COD: walk by dragging one' s feet along or without lifting them fully from the ground.",58,Self_motion,86,arrastar-se,"COD: caminhar arrastando os pés ou sem levantá-los completamente do chão.",
5881,skulk,"COD:  hide or move around secretly, typically with a sinister or cowardly motive.",58,Self_motion,86,esgueirar-se,"COD: esconder ou se mover secretamente, geralmente com uma motivação sinistra ou covarde.",
5882,slalom,"COD: move or race in a winding path, avoiding obstacles.",58,Self_motion,86,desviar,"COD: mover ou correr em um caminho sinuoso, evitando obstáculos.",
5884,slink,"FN: move in a quiet, furtive manner",58,Self_motion,86,esgueirar-se,"FN: mover-se de forma silenciosa e furtiva",
5885,slither,"COD: move smoothly over a surface with a twisting or oscillating motion.",58,Self_motion,86,Deslizar,"COD: move-se suavemente sobre uma superfície com um movimento de torção ou oscilação.",
5886,slog,"FN: a difficult, exhausting march or hike",58,Self_motion,83,arrastão,"FN: uma marcha ou caminhada difícil e exaustiva",
5887,slog,"COD: walk or move with difficulty or effort",58,Self_motion,86,caminhar,"COD: caminhar ou mover-se com dificuldade ou esforço",
5888,sneak,"COD:  move, go, or convey in a furtive or stealthy manner",58,Self_motion,86,esgueirar-se,"COD: mover, ir ou transportar de forma furtiva ou esgueirada",
5889,spring,"COD: move suddenly or rapidly upwards or forwards",58,Self_motion,86,saltar,"COD: move-se subitamente ou rapidamente para cima ou para frente",
5896,stomp,"COD: tread heavily and noisily, typically in order to show anger.",58,Self_motion,86,pisar,"COD: tropeça e faz barulho, tipicamente para mostrar raiva.",
5897,straggle,"COD: move along slowly so as to trail behind the person or people in front",58,Self_motion,86,"ficar para trás","COD: mova-se lentamente para ficar atrás da pessoa ou das pessoas à frente",
5898,stride,"COD: walk with long, decisive steps.",58,Self_motion,86,caminhar,"COD: caminhe com passos longos e decididos.",
5899,stroll,"COD: a short leisurely walk.",58,Self_motion,83,passeio,"COD: uma curta caminhada relaxante.",
5903,swagger,"COD:  walk or behave arrogantly or self-importantly.",58,Self_motion,86,pavonear,"COD: andar ou se comportar de forma arrogante ou importante.",
5904,swim,"COD: an act or period of swimming",58,Self_motion,83,natação,"COD: um ato ou período de natação",
5906,tiptoe,"COD: walk quietly and carefully with one' s heels raised and one' s weight on the balls of the feet.",58,Self_motion,86,"andar na ponta dos pés","COD: caminhe silenciosamente e cuidadosamente com os calcanhares elevados e o peso nos pés.",
5907,toddle,"FN: walk or go in a casual or unsteady way, as a child learning to walk",58,Self_motion,86,cambalear,"FN: andar ou ir de maneira desajeitada ou instável, como uma criança aprendendo a andar",
5908,totter,"FN: move in an unsteady way, such that the moving entity seems ready to fall over ",58,Self_motion,86,cambalear,"FN: mover de maneira instável, de modo que a entidade em movimento parece pronta para cair",
5909,traipse,"COD: walk or move wearily, reluctantly, or aimlessly.",58,Self_motion,86,perambular,"COD: caminhar ou mover-se com cansaço, relutância ou sem rumo.",
5910,tramp,"COD:  walk heavily or noisily.",58,Self_motion,86,caminhar,"COD: caminhar fortemente ou barulhento.",
5914,troop,"COD: (of a group of people) come or go together or in large numbers.",58,Self_motion,86,marchar,"COD: (de um grupo de pessoas) vir ou ir junto ou em grande número.",
5915,trot,"FN: walk briskly",58,Self_motion,86,trotar,"FN: andar com rapidez",
5917,trundle,"COD: move slowly and unevenly on or as if on wheels. ",58,Self_motion,86,mover-se,"COD: move lentamente e de forma irregular, como se estivesse sobre rodas.",
5918,vault,"COD:  leap or spring while supporting or propelling oneself with the hands or a pole.",58,Self_motion,86,saltar,"COD: pular ou saltar enquanto se apoia ou impulsiona com as mãos ou um bastão.",
5919,waddle,"COD: walk with short steps and a clumsy swaying motion.",58,Self_motion,86,cambalear,"COD: andar com passos curtos e um movimento de balançar desajeitado.",
5925,slosh,"COD: move through liquid with a splashing sound",58,Self_motion,86,chapinhar,"COD: desliza através de líquidos com um som estalido",
5926,slop,"COD: wade through (a wet or muddy area)",58,Self_motion,86,vagar,"COD: vagar por (área molhada ou lamacenta)",
5928,goose-step,"FN: march with a military marching step in which the legs are not bent at the knee",58,Self_motion,86,marchar,"FN: marchar com um passo militar em que as pernas não são dobradas no joelho",
5929,crawl,"COD: an act of crawling. ",58,Self_motion,83,rastejar,"COD: uma ação de rastejar.",
5931,sidle,"COD: walk in a furtive or stealthy manner, especially sideways or obliquely",58,Self_motion,86,esgueirar-se,"COD: andar de forma furtiva ou esgueirada, especialmente lateralmente ou oblicuamente",
5934,repair,"COD: go to (a place)",58,Self_motion,86,dirigir-se,"COD: ir para (um lugar)",
5939,"make a beeline","COD: hurry directly to",58,Self_motion,86,"ir direto","COD: apresse-se para",
5943,coast,"FN: (of a vehicle) move smoothly without using power",58,Self_motion,86,deslizar,"FN: (de um veículo) mover-se suavemente sem usar energia",
5948,nance,"FN: to move in a markedly effeminate fashion",58,Self_motion,86,efeminar-se,"FN: se mover de maneira notavelmente efeminada",
5950,edge,"FN: to move carefully along a perimeter",58,Self_motion,86,avançar,"FN: se mover cuidadosamente ao longo de um perímetro",
5951,rove,"COD: travel constantly without a fixed destination; wander.",58,Self_motion,86,vaguear,"COD: viajar constantemente sem um destino fixo; vaguear.",
5956,file,"FN: to move oneself in a line with others",58,Self_motion,86,enfileirar-se,"FN: mover-se em uma linha com outros",
5957,"take to the air","FN: to begin to fly",58,Self_motion,86,"alçar vôo","FN: começar a voar",
5961,enroute,"FN: currently traveling to",58,Self_motion,84,"a caminho","FN: atualmente viajando para",
5962,press,"FN: move against pressure, esp. from a large number of people.",58,Self_motion,86,pressionar,"FN: mover contra pressão, especialmente de um grande número de pessoas.",
5964,"en route","FN: currently traveling to.",58,Self_motion,89,"a caminho","FN: atualmente viajando para.",
5965,ramble,"FN: a walk typically for pleasure",58,Self_motion,83,Caminhada,"FN: uma caminhada tipicamente por prazer",
5967,hiker,"FN: a person involved in walking to enjoy the beauty of nature.",58,Self_motion,83,trilheiro,"FN: uma pessoa envolvida em caminhar para apreciar a beleza da natureza.",
30726,spring,"COD: move suddenly or rapidly upwards or forwards",58,Self_motion,86,saltar,"COD: move repentinamente ou rapidamente para cima ou para frente",
30905,barge,"COD: move forcefully or roughly",58,Self_motion,86,empurrar,"COD: move com força ou de forma brusca",
34134,footwork,"The way a person moves their feet during a sport such as a fight.",58,Self_motion,83,"jogo de pés","A forma como uma pessoa move os pés durante um esporte, como uma luta.",
5976,paddle,"COD: propel (a boat or canoe) with a paddle or paddles.",59,Operate_vehicle,86,remar,"COD: Propel (um barco ou canoa) com uma pá ou pás.",
5977,parachute,"COD: drop or cause to drop by parachute.",59,Operate_vehicle,86,"lançar de paraquedas","COD: soltar ou causar que alguém solte por paraquedas.",
5980,raft,"COD: travel or transport on or as if on a raft",59,Operate_vehicle,86,"navegar de balsa","COD: viajar ou transportar em ou como se estivesse em uma balsa",
5983,sledge,"COD: ride or carry on a sledge",59,Operate_vehicle,86,trenar,"COD: andar ou continuar em um trenó",
5986,toboggan,"COD: ride on a toboggan.",59,Operate_vehicle,86,"andar de trenó","COD: andar em um trenó.",
5993,eavesdrop,"COD: secretly listen to a conversation",60,Perception_active,86,espionar,"COD: escutar secretamente uma conversa",
5997,glance,"COD: a brief or hurried look",60,Perception_active,83,olhada,"COD: uma olhada rápida ou apressada",
5998,glance,"COD: take a brief or hurried look.",60,Perception_active,86,espiar,"COD: dar uma olhada rápida ou apressada.",
5999,listen,"COD: give one' s attention to a sound; make an effort to hear something",60,Perception_active,86,ouvir,"COD: dar atenção a um som; fazer esforço para ouvir algo",
6000,look,"COD: the act of directing one' s gaze in a specified direction",60,Perception_active,83,olhar,"COD: o ato de direcionar sua visão em uma direção especificada",
6003,observe,"COD: notice; perceive; watch intently",60,Perception_active,86,Observe,"COD: notar; perceber; observar atentamente",
6004,palpate,"COD: examine (a part of the body) by touch, especially for medical purposes.",60,Perception_active,86,palpar,"COD: examinar (uma parte do corpo) por toque, especialmente para fins médicos.",
6009,savour,"COD: appreciate and enjoy the taste of (good food or drink)",60,Perception_active,86,saborear,"COD: apreciar e desfrutar do gosto de (boa comida ou bebida)",
6011,sniff,"FN: the action of drawing air audibly through the nose, especially for smelling",60,Perception_active,83,cheirada,"FN: o ato de soprar ar de forma audível pela nariz, especialmente para cheirar",
6012,sniff,"FN: smell or inhale (something) deliberately",60,Perception_active,86,cheirar,"FN: cheirar ou inalar (algo) deliberadamente",
6014,stare,"COD: a fixed look at someone or something with the eyes wide open",60,Perception_active,83,"olhar fixo","COD: um olhar fixo em alguém ou algo com os olhos bem abertos",
6015,stare,"COD: look fixedly at someone or something with the eyes wide open",60,Perception_active,86,"olhar fixo","COD: olhar fixamente para alguém ou algo com os olhos bem abertos",
6019,watch,"COD: look at attentively",60,Perception_active,86,observar,"COD: olhe atentamente",
6020,squint,"COD: look at someone or something with partly closed eyes",60,Perception_active,86,cerrar,"COD: olhar para alguém ou algo com os olhos parcialmente fechados",
6023,gape,"COD: stare with one' s mouth open wide in amazement or wonder.",60,Perception_active,86,pasmar,"COD: ficar de boca aberta com admiração ou espanto.",
6024,gawk,"COD:  stare openly and stupidly.",60,Perception_active,86,encarar,"COD: olhar fixamente e estúpidomente.",
6025,goggle,"COD: look with wide open eyes, typically in amazement or wonder.",60,Perception_active,86,arregalar,"COD: olhar com olhos bem abertos, geralmente de espanto ou admiração.",
6035,ache,"FN: suffer from continuous pain",62,Perception_body,86,doer,"FN: sofrer de dor contínua",
6037,hurt,"COD: (of a part of the body) suffer pain.",62,Perception_body,86,doer,"COD: (de uma parte do corpo) sofrer dor.",
6039,prickle,"FN: experience a tingling or painful sensation on the skin.",62,Perception_body,86,formigar,"FN: experiência uma sensação formigamento ou dolorosa na pele.",
6040,smart,"FN: feel a sharp, poignant pain.",62,Perception_body,86,latejar,"FN: sentir uma dor aguda e penetrante.",
6043,tingle,"FN: experience a slight stinging sensation",62,Perception_body,86,formigar,"FN: sentir uma leve sensação de formigamento",
6044,ail,"FN: to bodily afflict.",62,Perception_body,86,afligir,"FN: aflição corporal.",
6048,hum,"FN: to tingle as if from a low vibration",62,Perception_body,86,formigar,"FN: formigamento como se de uma baixa vibração",
6049,spin,"FN: feel as though something were rotating on an axis",62,Perception_body,86,girar,"FN: sentir como se algo estivesse girando em um eixo",
6050,"be killing","FN: ((some object, usually a body part)) causes pain to",62,Perception_body,86,doer,"FN: ((algum objeto, geralmente uma parte do corpo)) causa dor em",
6052,chafe,"FN: to become sore as a result of rubbing",62,Perception_body,86,irritar,"FN: ficar dolorido por causa de esfregar",
6053,babble,"COD: (of a stream) make a continuous murmur as the water flows over stones.",63,Make_noise,86,borbulhar,"COD: (de um rio) fazer um murmúrio contínuo à medida que a água flui sobre pedras.",
6054,bark,"COD: (of a dog, fox, or seal) give a bark",63,Make_noise,86,latir,"COD: (de um cão, raposa ou focas) dar um latido",
6055,bellow,"COD: emit a loud, deep roar, typically in pain or anger.",63,Make_noise,86,bramir,"COD: emite um rugido alto e profundo, geralmente por dor ou raiva.",
6056,blare,"COD: sound loudly and harshly.",63,Make_noise,86,estrondear,"COD: soa alto e com força.",
6058,bleat,"COD: (of a sheep or goat) make a characteristic weak, wavering cry.",63,Make_noise,86,balar,"COD: (de uma ovelha ou cabra) fazer um choro característico fraco e vacilante.",
6059,bray,"FN: to utter the loud harsh cry characteristic of a donkey",63,Make_noise,86,zurrar,"FN: emitir o alto e rude choro característico de um burro",
6060,burble,"COD: make a continuous murmuring noise.",63,Make_noise,86,murmurar,"COD: fazer um barulho de sussurro contínuo.",
6061,cackle,"COD: (of a hen or goose) give a raucous clucking cry.",63,Make_noise,86,cacarear,"COD: (de uma galinha ou ganso) dar um choco barulhento e estridente.",
6062,caterwaul,"COD: make a shrill howling or wailing noise.",63,Make_noise,86,miar,"COD: fazer um barulho agudo de uivo ou lamento.",
6063,caw,"FN: (for a rook or crow) to utter their characteristic harsh cry",63,Make_noise,86,grasnar,"FN: (para um corvo ou coruja) emitir seu típico e agudo grito",
6064,chatter,"FN: (of a person' s teeth) click repeatedly together from cold or fear",63,Make_noise,86,bater,"FN: (dos dentes de uma pessoa) ranger repetidamente por causa de frio ou medo",
6065,cheep,"FN: make a shrill squeaky sound like that of a young bird",63,Make_noise,86,piar,"FN: faça um som agudo e estridente como o de um pássaro jovem",
6066,chirp,"COD: (of a small bird or a grasshopper) utter a short, sharp, high-pitched sound.",63,Make_noise,86,piar,"COD: (de um pássaro pequeno ou de uma lagarta) emitir um som agudo, curto e forte.",
6068,clang,"FN: to emit a loud ringing sound",63,Make_noise,86,ressoar,"FN: emitir um som de sino alto",
6069,clash,"FN: to produce a loud discordant sound when striking against something",63,Make_noise,86,chocar,"FN: produzir um som alto e dissonante ao bater contra algo",
6071,click,"FN: to emit a short, sharp sound",63,Make_noise,86,clicar,"FN: emitir um som curto e agudo",
6072,coo,"COD: (of a pigeon or dove) make a soft murmuring sound.",63,Make_noise,86,arrulhar,"COD: (de uma pomba ou pombo) fazer um som suave e murmurado.",
6074,creak,"COD: make a harsh high-pitched sound when being moved or when pressure is applied.",63,Make_noise,86,rangir,"COD: emite um som agudo e forte quando é movido ou quando pressão é aplicada.",
6075,croak,"COD: (of a frog or crow) utter a croak.",63,Make_noise,86,coaxar,"COD: (de um sapo ou corvo) emitir um rangido.",
6076,croon,"FN: to hum or sing in a soft, low voice",63,Make_noise,86,Cantarolar,"FN: para assobiar ou cantar em voz suave e baixa",
6077,crunch,"FN: make a crushing, grinding sound",63,Make_noise,86,triturar,"FN: faça um som de esmagamento, moagem",
